payment_id,transaction_id,payment_date,amount,currency,payment_method,paying_entity_id,paying_entity_type,settlement_route
PAY0001559,TXN0001841,2022-11-04,5156.64,GBP,wire,INTM00043,intermediary,third_party
PAY0001560,TXN0001842,2022-06-12,6831.3,USD,wire,CUST00006,customer,direct
PAY0001561,TXN0001844,2022-08-08,111300.01,USD,wire,CUST00112,customer,direct
PAY0001562,TXN0001845,2023-04-20,17733.19,USD,wire,CUST00164,customer,direct
PAY0001563,TXN0001846,2022-12-02,31840.81,GBP,wire,CUST00072,customer,direct
PAY0001564,TXN0001847,2024-10-06,563.46,EUR,documentary_collection,CUST00116,customer,direct
PAY0001565,TXN0001848,2023-08-07,60930.49,GBP,wire,CUST00038,customer,direct
PAY0001566,TXN0001849,2024-03-22,4970.72,GBP,letter_of_credit,CUST00083,customer,direct
PAY0001567,TXN0001850,2023-10-20,66835.36,USD,wire,CUST00136,customer,direct
PAY0001568,TXN0001851,2024-11-04,5391.31,USD,wire,CUST00119,customer,direct
PAY0001569,TXN0001852,2023-06-08,1502.5,GBP,documentary_collection,CUST00021,customer,direct
PAY0001570,TXN0001854,2024-10-01,16613.01,GBP,documentary_collection,CUST00167,customer,direct
PAY0001571,TXN0001855,2024-10-18,6970.95,GBP,wire,CUST00086,customer,direct
PAY0001572,TXN0001856,2024-03-09,472607.6,GBP,wire,CUST00062,customer,direct
PAY0001573,TXN0001857,2025-01-19,13031.65,GBP,wire,CUST00096,customer,direct
PAY0001574,TXN0001858,2024-04-07,6144.11,USD,wire,CUST00145,customer,direct
PAY0001575,TXN0001859,2023-01-07,1063494.16,USD,wire,CUST00082,customer,direct
PAY0001576,TXN0001860,2022-07-11,75612.17,USD,wire,INTM00029,intermediary,third_party
PAY0001577,TXN0001863,2022-07-13,31607.01,GBP,letter_of_credit,CUST00142,customer,direct
PAY0001578,TXN0001866,2023-02-05,1389503.99,USD,letter_of_credit,CUST00031,customer,direct
PAY0001579,TXN0001867,2024-02-02,4029519.76,GBP,letter_of_credit,CUST00072,customer,direct
PAY0001580,TXN0001868,2025-01-20,195283.32,USD,wire,CUST00042,customer,direct
PAY0001581,TXN0001869,2022-05-14,1666059.07,EUR,letter_of_credit,CUST00070,customer,direct
PAY0001582,TXN0001870,2023-12-31,1783.25,GBP,wire,CUST00101,customer,direct
PAY0001583,TXN0001871,2024-07-31,671881.62,GBP,wire,CUST00051,customer,direct
PAY0001584,TXN0001872,2022-06-28,17900.88,USD,letter_of_credit,CUST00023,customer,direct
PAY0001585,TXN0001874,2023-07-25,1601710.05,GBP,wire,CUST00131,customer,direct
PAY0001586,TXN0001876,2022-03-18,44163.9,GBP,wire,CUST00058,customer,direct
PAY0001587,TXN0001877,2023-05-06,885259.06,USD,letter_of_credit,CUST00057,customer,direct
PAY0001588,TXN0001878,2023-03-19,4563.22,USD,documentary_collection,CUST00106,customer,direct
PAY0001589,TXN0001880,2024-05-06,65277.1,GBP,wire,CUST00151,customer,direct
PAY0001590,TXN0001881,2023-08-03,9062964.61,USD,documentary_collection,CUST00157,customer,direct
PAY0001591,TXN0001882,2024-09-04,1590.62,USD,documentary_collection,CUST00005,customer,direct
PAY0001592,TXN0001883,2022-07-25,9969212.6,EUR,wire,CUST00175,customer,direct
PAY0001593,TXN0001884,2024-04-01,5199.46,USD,letter_of_credit,CUST00005,customer,direct
PAY0001594,TXN0001885,2023-12-02,37117.08,USD,letter_of_credit,CUST00083,customer,direct
PAY0001595,TXN0001886,2024-01-06,4730.08,USD,letter_of_credit,CUST00121,customer,direct
PAY0001596,TXN0001887,2022-12-24,24307.71,USD,wire,CUST00059,customer,direct
PAY0001597,TXN0001888,2024-02-07,23744.61,GBP,wire,CUST00037,customer,direct
PAY0001598,TXN0001889,2022-11-04,871414.5,GBP,wire,CUST00009,customer,direct
PAY0001599,TXN0001890,2024-05-06,145948.41,USD,wire,CUST00131,customer,direct
PAY0001600,TXN0001891,2023-05-24,51801.55,GBP,documentary_collection,CUST00007,customer,direct
PAY0001601,TXN0001892,2023-06-22,42057.3,GBP,wire,CUST00088,customer,direct
PAY0001602,TXN0001893,2023-11-07,127102.95,GBP,letter_of_credit,CUST00071,customer,direct
PAY0001603,TXN0001894,2022-05-16,15731.88,EUR,letter_of_credit,CUST00175,customer,direct
PAY0001604,TXN0001895,2023-03-04,3137.07,USD,wire,CUST00168,customer,direct
PAY0001605,TXN0001896,2022-08-27,248015.05,USD,letter_of_credit,CUST00148,customer,direct
PAY0001606,TXN0001897,2024-12-16,2157.47,EUR,documentary_collection,CUST00132,customer,direct
PAY0001607,TXN0001899,2022-01-25,684201.78,USD,wire,CUST00063,customer,direct
PAY0001608,TXN0001900,2022-02-09,30686.76,GBP,wire,CUST00030,customer,direct
PAY0001609,TXN0001901,2024-10-30,5516.22,USD,documentary_collection,CUST00175,customer,direct
PAY0001610,TXN0001902,2022-07-26,10463.82,EUR,wire,CUST00070,customer,direct
PAY0001611,TXN0001904,2022-09-20,1845.12,GBP,letter_of_credit,CUST00026,customer,direct
PAY0001612,TXN0001905,2022-09-21,24896.97,USD,wire,CUST00050,customer,direct
PAY0001613,TXN0001906,2022-05-08,3830.52,GBP,letter_of_credit,CUST00115,customer,direct
PAY0001614,TXN0001909,2024-03-20,724794.92,GBP,wire,CUST00039,customer,direct
PAY0001615,TXN0001910,2024-08-08,47591.12,GBP,wire,CUST00015,customer,direct
PAY0001616,TXN0001912,2022-07-09,9562.11,GBP,letter_of_credit,CUST00078,customer,direct
PAY0001617,TXN0001913,2024-03-31,21338.53,EUR,wire,CUST00066,customer,direct
PAY0001618,TXN0001914,2023-02-08,10936167.28,GBP,wire,CUST00052,customer,direct
PAY0001619,TXN0001915,2023-04-19,10645569.86,GBP,wire,CUST00119,customer,direct
PAY0001620,TXN0001916,2022-10-28,332025.08,GBP,wire,CUST00102,customer,direct
PAY0001621,TXN0001917,2024-06-10,79731.15,GBP,letter_of_credit,CUST00071,customer,direct
PAY0001622,TXN0001919,2022-07-17,2465.96,GBP,wire,CUST00163,customer,direct
PAY0001623,TXN0001920,2023-04-04,3093.11,USD,wire,CUST00036,customer,direct
PAY0001624,TXN0001921,2024-06-20,82417.55,GBP,wire,CUST00116,customer,direct
PAY0001625,TXN0001923,2024-11-10,176702.13,GBP,documentary_collection,CUST00088,customer,direct
PAY0001626,TXN0001926,2023-09-25,1380846.81,GBP,wire,CUST00121,customer,direct
PAY0001627,TXN0001927,2024-04-17,51505.94,USD,letter_of_credit,CUST00163,customer,direct
PAY0001628,TXN0001928,2023-03-19,181448.54,GBP,wire,CUST00024,customer,direct
PAY0001629,TXN0001929,2024-01-22,197431.99,USD,wire,CUST00099,customer,direct
PAY0001630,TXN0001931,2023-08-22,10394.57,GBP,wire,CUST00052,customer,direct
PAY0001631,TXN0001933,2023-03-28,3367.08,USD,wire,CUST00159,customer,direct
PAY0001632,TXN0001934,2023-05-06,73730.71,USD,wire,CUST00044,customer,direct
PAY0001633,TXN0001935,2024-08-24,6378.45,EUR,wire,CUST00010,customer,direct
PAY0001634,TXN0001936,2023-12-23,169408.34,GBP,wire,CUST00065,customer,direct
PAY0001635,TXN0001939,2023-05-19,10739.22,USD,letter_of_credit,CUST00097,customer,direct
PAY0001636,TXN0001940,2023-07-03,2530.27,GBP,wire,CUST00004,customer,direct
PAY0001637,TXN0001941,2024-05-27,144329.44,GBP,wire,CUST00062,customer,direct
PAY0001638,TXN0001942,2022-08-04,8563815.32,EUR,wire,CUST00133,customer,direct
PAY0001639,TXN0001943,2022-03-18,216066.1,GBP,wire,CUST00086,customer,direct
PAY0001640,TXN0001944,2023-08-15,996796.64,GBP,letter_of_credit,CUST00102,customer,direct
PAY0001641,TXN0001945,2024-07-15,556.17,GBP,wire,CUST00048,customer,direct
PAY0001642,TXN0001947,2024-06-28,124482.52,GBP,wire,CUST00024,customer,direct
PAY0001643,TXN0001948,2023-04-07,838104.13,GBP,wire,CUST00015,customer,direct
PAY0001644,TXN0001950,2024-01-11,388360.27,GBP,letter_of_credit,CUST00113,customer,direct
PAY0001645,TXN0001951,2022-03-20,10958.13,GBP,wire,CUST00029,customer,direct
PAY0001646,TXN0001952,2024-10-17,22516.95,USD,letter_of_credit,CUST00104,customer,direct
PAY0001647,TXN0001953,2024-04-02,36126.43,GBP,wire,CUST00172,customer,direct
PAY0001648,TXN0001954,2023-08-04,74092.31,GBP,documentary_collection,CUST00126,customer,direct
PAY0001649,TXN0001955,2022-08-31,1520.28,USD,documentary_collection,CUST00104,customer,direct
PAY0001650,TXN0001956,2022-11-01,68419.59,USD,wire,CUST00022,customer,direct
PAY0001651,TXN0001957,2025-01-19,19428.67,GBP,wire,CUST00089,customer,direct
PAY0001652,TXN0001958,2022-01-28,95624.01,USD,letter_of_credit,CUST00161,customer,direct
PAY0001653,TXN0001959,2022-01-24,1639325.1,USD,wire,CUST00070,customer,direct
PAY0001654,TXN0001960,2023-02-08,2463.2,USD,letter_of_credit,CUST00149,customer,direct
PAY0001655,TXN0001961,2022-10-21,357246.68,USD,letter_of_credit,CUST00128,customer,direct
PAY0001656,TXN0001962,2024-02-12,14899526.92,USD,wire,CUST00049,customer,direct
PAY0001657,TXN0001963,2022-02-28,18914.92,GBP,wire,CUST00026,customer,direct
PAY0001658,TXN0001964,2024-06-21,1872.96,USD,letter_of_credit,CUST00004,customer,direct
PAY0001659,TXN0001965,2024-06-01,8900.4,GBP,wire,CUST00050,customer,direct
PAY0001660,TXN0001966,2022-10-03,4549.98,GBP,wire,CUST00060,customer,direct
PAY0001661,TXN0001970,2024-04-13,97202.29,GBP,wire,CUST00131,customer,direct
PAY0001662,TXN0001971,2024-12-04,92651.76,USD,wire,CUST00139,customer,direct
PAY0001663,TXN0001972,2022-06-01,40612.19,USD,wire,INTM00045,intermediary,third_party
PAY0001664,TXN0001973,2023-11-21,2776364.63,GBP,wire,CUST00162,customer,direct
PAY0001665,TXN0001974,2024-06-09,1602.85,USD,documentary_collection,CUST00065,customer,direct
PAY0001666,TXN0001975,2022-10-14,3877.72,GBP,letter_of_credit,CUST00149,customer,direct
PAY0001667,TXN0001976,2022-09-21,1183.44,EUR,documentary_collection,CUST00076,customer,direct
PAY0001668,TXN0001977,2022-05-12,11872.25,USD,wire,CUST00034,customer,direct
PAY0001669,TXN0001978,2025-01-15,93134.93,GBP,letter_of_credit,CUST00027,customer,direct
PAY0001670,TXN0001980,2022-06-20,5669.76,GBP,wire,CUST00173,customer,direct
PAY0001671,TXN0001981,2022-11-09,453.58,GBP,wire,CUST00031,customer,direct
PAY0001672,TXN0001982,2023-06-21,38586268.83,GBP,letter_of_credit,CUST00151,customer,direct
PAY0001673,TXN0001983,2024-10-02,21973417.66,GBP,wire,CUST00142,customer,direct
PAY0001674,TXN0001985,2024-09-26,232069.57,USD,wire,CUST00165,customer,direct
PAY0001675,TXN0001986,2024-07-28,3124158.97,USD,letter_of_credit,CUST00164,customer,direct
PAY0001676,TXN0001987,2023-12-18,9316.89,EUR,letter_of_credit,CUST00167,customer,direct
PAY0001677,TXN0001988,2022-11-27,4304.88,GBP,wire,CUST00090,customer,direct
PAY0001678,TXN0001989,2023-11-07,220888.47,GBP,wire,CUST00054,customer,direct
PAY0001679,TXN0001990,2023-08-05,26479.62,USD,documentary_collection,CUST00008,customer,direct
PAY0001680,TXN0001991,2024-11-18,8198.15,GBP,documentary_collection,INTM00012,intermediary,third_party
PAY0001681,TXN0001992,2023-06-14,944360.25,USD,wire,CUST00158,customer,direct
PAY0001682,TXN0001993,2024-05-07,82764.22,GBP,documentary_collection,CUST00097,customer,direct
PAY0001683,TXN0001994,2022-08-07,1342.6,GBP,wire,CUST00013,customer,direct
PAY0001684,TXN0001995,2024-02-01,223431.54,GBP,wire,INTM00013,intermediary,third_party
PAY0001685,TXN0001996,2023-05-25,3039.72,GBP,letter_of_credit,CUST00054,customer,direct
PAY0001686,TXN0001997,2023-05-21,3582.58,GBP,letter_of_credit,CUST00099,customer,direct
PAY0001687,TXN0001998,2024-04-27,11410.25,GBP,letter_of_credit,CUST00119,customer,direct
PAY0001688,TXN0001999,2023-07-29,936.22,GBP,documentary_collection,CUST00027,customer,direct
PAY0001689,TXN0002000,2022-03-31,11506.97,USD,wire,CUST00012,customer,direct
PAY0001690,TXN0002001,2023-03-27,781680.2,GBP,letter_of_credit,CUST00015,customer,direct
PAY0001691,TXN0002002,2024-12-26,3078.02,GBP,wire,CUST00173,customer,direct
PAY0001692,TXN0002003,2024-12-08,145273.26,GBP,wire,CUST00173,customer,direct
PAY0001693,TXN0002004,2023-11-19,810891.59,GBP,wire,CUST00077,customer,direct
PAY0001694,TXN0002006,2022-11-20,16524.04,GBP,wire,CUST00074,customer,direct
PAY0001695,TXN0002007,2024-05-17,40120.8,GBP,letter_of_credit,CUST00064,customer,direct
PAY0001696,TXN0002009,2022-03-15,436021.88,GBP,wire,CUST00065,customer,direct
PAY0001697,TXN0002010,2024-12-14,1761.99,GBP,documentary_collection,CUST00111,customer,direct
PAY0001698,TXN0002011,2024-08-08,7752.86,USD,letter_of_credit,CUST00069,customer,direct
PAY0001699,TXN0002012,2022-04-29,589.62,GBP,wire,CUST00114,customer,direct
PAY0001700,TXN0002013,2023-04-18,904966.78,GBP,letter_of_credit,CUST00171,customer,direct
PAY0001701,TXN0002015,2024-04-25,147673.3,USD,wire,CUST00012,customer,direct
PAY0001702,TXN0002016,2022-07-16,40158441.33,USD,wire,CUST00095,customer,direct
PAY0001703,TXN0002017,2022-03-12,690.7,GBP,documentary_collection,CUST00022,customer,direct
PAY0001704,TXN0002019,2024-09-18,3918.01,USD,wire,CUST00143,customer,direct
PAY0001705,TXN0002020,2024-05-03,511504.54,USD,wire,CUST00076,customer,direct
PAY0001706,TXN0002021,2024-02-01,17946.5,GBP,wire,CUST00099,customer,direct
PAY0001707,TXN0002022,2024-02-18,5330.53,EUR,letter_of_credit,CUST00140,customer,direct
PAY0001708,TXN0002023,2023-05-31,20725.79,GBP,wire,CUST00024,customer,direct
PAY0001709,TXN0002025,2022-12-26,28578.19,USD,wire,CUST00007,customer,direct
PAY0001710,TXN0002026,2022-05-08,939.99,EUR,wire,CUST00090,customer,direct
PAY0001711,TXN0002027,2022-12-19,13329.81,GBP,wire,CUST00041,customer,direct
PAY0001712,TXN0002028,2023-01-02,185074.84,GBP,letter_of_credit,CUST00165,customer,direct
PAY0001713,TXN0002029,2022-12-24,183016.14,EUR,letter_of_credit,CUST00047,customer,direct
PAY0001714,TXN0002030,2023-06-26,494513.98,USD,wire,CUST00037,customer,direct
PAY0001715,TXN0002031,2022-06-25,187964.11,USD,wire,CUST00003,customer,direct
PAY0001716,TXN0002032,2023-04-10,4329.37,GBP,wire,CUST00024,customer,direct
PAY0001717,TXN0002034,2022-09-08,9220.7,EUR,wire,CUST00042,customer,direct
PAY0001718,TXN0002035,2023-06-09,27812.96,GBP,wire,CUST00133,customer,direct
PAY0001719,TXN0002036,2024-01-21,33247.28,USD,letter_of_credit,CUST00160,customer,direct
PAY0001720,TXN0002037,2023-05-04,2621.83,USD,letter_of_credit,CUST00154,customer,direct
PAY0001721,TXN0002038,2022-02-12,10372.24,EUR,letter_of_credit,CUST00173,customer,direct
PAY0001722,TXN0002039,2024-03-22,97.74,USD,letter_of_credit,CUST00162,customer,direct
PAY0001723,TXN0002040,2023-11-03,41748.98,GBP,wire,CUST00082,customer,direct
PAY0001724,TXN0002041,2023-04-18,133592.75,USD,letter_of_credit,CUST00071,customer,direct
PAY0001725,TXN0002042,2022-02-17,2410.21,EUR,wire,CUST00117,customer,direct
PAY0001726,TXN0002043,2022-05-06,4480.06,EUR,documentary_collection,CUST00058,customer,direct
PAY0001727,TXN0002044,2022-04-26,34556.48,GBP,wire,CUST00109,customer,direct
PAY0001728,TXN0002045,2024-08-09,1803245.44,GBP,wire,CUST00180,customer,direct
PAY0001729,TXN0002046,2022-12-29,1199.16,USD,wire,CUST00036,customer,direct
PAY0001730,TXN0002047,2023-05-17,257104.51,USD,wire,CUST00139,customer,direct
PAY0001731,TXN0002048,2024-03-14,138851.26,GBP,letter_of_credit,CUST00169,customer,direct
PAY0001732,TXN0002049,2024-01-10,946826.41,GBP,wire,CUST00097,customer,direct
PAY0001733,TXN0002050,2022-04-09,201711.37,GBP,documentary_collection,CUST00065,customer,direct
PAY0001734,TXN0002052,2022-11-01,4877.31,GBP,wire,CUST00031,customer,direct
PAY0001735,TXN0002053,2024-05-17,5521.7,EUR,letter_of_credit,CUST00058,customer,direct
PAY0001736,TXN0002054,2024-08-06,17100.07,USD,wire,CUST00135,customer,direct
PAY0001737,TXN0002055,2023-09-10,88901.2,GBP,documentary_collection,CUST00093,customer,direct
PAY0001738,TXN0002056,2022-07-20,18515.22,USD,wire,CUST00040,customer,direct
PAY0001739,TXN0002057,2023-09-25,5276.6,GBP,wire,CUST00098,customer,direct
PAY0001740,TXN0002058,2022-10-08,169745.19,USD,wire,INTM00015,intermediary,third_party
PAY0001741,TXN0002061,2024-07-23,457421.65,EUR,wire,CUST00173,customer,direct
PAY0001742,TXN0002062,2024-08-09,7028032.32,GBP,documentary_collection,CUST00135,customer,direct
PAY0001743,TXN0002063,2022-08-18,266448.33,USD,wire,CUST00104,customer,direct
PAY0001744,TXN0002064,2022-03-07,59340.56,EUR,letter_of_credit,CUST00164,customer,direct
PAY0001745,TXN0002065,2023-12-18,47536.13,USD,wire,CUST00107,customer,direct
PAY0001746,TXN0002066,2023-11-24,4447.75,GBP,wire,CUST00094,customer,direct
PAY0001747,TXN0002067,2024-08-16,719318.94,GBP,wire,CUST00039,customer,direct
PAY0001748,TXN0002068,2024-01-08,1253.74,GBP,wire,CUST00146,customer,direct
PAY0001749,TXN0002069,2024-06-24,87208.69,GBP,wire,CUST00138,customer,direct
PAY0001750,TXN0002070,2023-02-23,43190515.15,GBP,wire,CUST00054,customer,direct
PAY0001751,TXN0002071,2022-06-28,1151847.78,GBP,wire,CUST00133,customer,direct
PAY0001752,TXN0002072,2022-03-25,26467.29,USD,letter_of_credit,CUST00131,customer,direct
PAY0001753,TXN0002073,2023-05-15,132958.82,GBP,wire,CUST00018,customer,direct
PAY0001754,TXN0002074,2022-02-04,6681.12,GBP,documentary_collection,CUST00029,customer,direct
PAY0001755,TXN0002075,2023-08-02,446790.88,USD,wire,INTM00009,intermediary,third_party
PAY0001756,TXN0002076,2023-04-07,9504.06,GBP,documentary_collection,INTM00045,intermediary,third_party
PAY0001757,TXN0002078,2023-10-20,3657.77,USD,wire,CUST00068,customer,direct
PAY0001758,TXN0002079,2024-02-14,12723615.19,USD,wire,CUST00151,customer,direct
PAY0001759,TXN0002080,2022-03-01,15921.22,GBP,wire,CUST00081,customer,direct
PAY0001760,TXN0002081,2023-06-19,3101.91,USD,wire,CUST00038,customer,direct
PAY0001761,TXN0002082,2024-11-11,3853.23,USD,wire,CUST00021,customer,direct
PAY0001762,TXN0002083,2022-12-19,239.14,USD,documentary_collection,CUST00158,customer,direct
PAY0001763,TXN0002084,2024-06-15,9714.1,USD,letter_of_credit,CUST00128,customer,direct
PAY0001764,TXN0002085,2023-01-24,127523.59,USD,documentary_collection,CUST00084,customer,direct
PAY0001765,TXN0002086,2022-11-11,304114.57,GBP,wire,INTM00015,intermediary,third_party
PAY0001766,TXN0002088,2023-02-26,2498969.27,USD,documentary_collection,CUST00028,customer,direct
PAY0001767,TXN0002090,2024-01-22,45705.12,USD,wire,CUST00096,customer,direct
PAY0001768,TXN0002091,2024-06-19,213022.11,GBP,wire,CUST00036,customer,direct
PAY0001769,TXN0002092,2024-07-05,24384.65,GBP,letter_of_credit,CUST00024,customer,direct
PAY0001770,TXN0002093,2024-10-12,5941.63,USD,wire,CUST00051,customer,direct
PAY0001771,TXN0002094,2023-09-19,185247.34,USD,wire,CUST00126,customer,direct
PAY0001772,TXN0002096,2022-03-29,10523.16,EUR,wire,CUST00028,customer,direct
PAY0001773,TXN0002099,2022-05-19,7716.2,USD,letter_of_credit,CUST00034,customer,direct
PAY0001774,TXN0002102,2024-05-08,54367.7,GBP,letter_of_credit,CUST00098,customer,direct
PAY0001775,TXN0002104,2023-11-04,586454.28,GBP,documentary_collection,CUST00056,customer,direct
PAY0001776,TXN0002105,2023-03-24,1052685.74,USD,wire,CUST00108,customer,direct
PAY0001777,TXN0002106,2024-02-27,10419.76,USD,wire,CUST00180,customer,direct
PAY0001778,TXN0002107,2024-12-18,13417.92,GBP,letter_of_credit,CUST00168,customer,direct
PAY0001779,TXN0002108,2022-11-15,2212.88,GBP,documentary_collection,CUST00168,customer,direct
PAY0001780,TXN0002109,2023-01-20,5431.91,USD,wire,CUST00150,customer,direct
PAY0001781,TXN0002110,2022-06-11,8209.7,USD,wire,CUST00104,customer,direct
PAY0001782,TXN0002111,2024-10-19,13801.51,EUR,letter_of_credit,CUST00117,customer,direct
PAY0001783,TXN0002112,2023-09-10,5038.64,GBP,wire,CUST00133,customer,direct
PAY0001784,TXN0002113,2023-11-20,1529.39,GBP,wire,CUST00129,customer,direct
PAY0001785,TXN0002114,2022-11-29,1706.34,EUR,documentary_collection,CUST00115,customer,direct
PAY0001786,TXN0002115,2022-03-19,627906.86,GBP,letter_of_credit,CUST00025,customer,direct
PAY0001787,TXN0002116,2024-06-13,710769.66,USD,documentary_collection,CUST00159,customer,direct
PAY0001788,TXN0002118,2023-02-11,335394.77,GBP,wire,CUST00077,customer,direct
PAY0001789,TXN0002119,2024-05-15,59697.66,USD,wire,CUST00079,customer,direct
PAY0001790,TXN0002120,2023-11-01,659.95,USD,letter_of_credit,CUST00180,customer,direct
PAY0001791,TXN0002121,2024-01-05,22053639.51,GBP,letter_of_credit,CUST00017,customer,direct
PAY0001792,TXN0002122,2022-07-20,17720.41,USD,wire,CUST00086,customer,direct
PAY0001793,TXN0002123,2023-12-05,14571979.22,EUR,wire,CUST00065,customer,direct
PAY0001794,TXN0002126,2023-03-11,481142.99,EUR,wire,CUST00076,customer,direct
PAY0001795,TXN0002127,2022-09-26,115730.8,USD,wire,CUST00165,customer,direct
PAY0001796,TXN0002128,2024-10-10,62598.59,USD,wire,CUST00070,customer,direct
PAY0001797,TXN0002129,2022-03-16,45071.55,USD,letter_of_credit,CUST00159,customer,direct
PAY0001798,TXN0002130,2024-10-23,430481.47,EUR,wire,CUST00133,customer,direct
PAY0001799,TXN0002131,2022-07-19,16010.06,USD,documentary_collection,CUST00148,customer,direct
PAY0001800,TXN0002132,2024-08-24,592837.82,GBP,letter_of_credit,CUST00154,customer,direct
PAY0001801,TXN0002133,2023-02-03,1405.43,GBP,wire,CUST00129,customer,direct
PAY0001802,TXN0002134,2024-11-05,52701.37,USD,documentary_collection,CUST00133,customer,direct
PAY0001803,TXN0002135,2023-09-21,39566.64,EUR,wire,CUST00028,customer,direct
PAY0001804,TXN0002136,2023-08-01,32372.58,GBP,wire,CUST00130,customer,direct
PAY0001805,TXN0002137,2022-07-02,10472.73,EUR,wire,CUST00009,customer,direct
PAY0001806,TXN0002138,2023-06-04,493806.3,GBP,wire,CUST00133,customer,direct
PAY0001807,TXN0002139,2023-10-15,1377899.15,GBP,wire,CUST00118,customer,direct
PAY0001808,TXN0002140,2025-01-03,62777.71,EUR,letter_of_credit,CUST00137,customer,direct
PAY0001809,TXN0002141,2022-11-07,9792.78,EUR,wire,CUST00116,customer,direct
PAY0001810,TXN0002143,2022-10-30,285547.7,EUR,letter_of_credit,CUST00067,customer,direct
PAY0001811,TXN0002144,2022-10-12,378341.98,USD,wire,CUST00108,customer,direct
PAY0001812,TXN0002145,2024-11-23,54008.34,EUR,letter_of_credit,CUST00086,customer,direct
PAY0001813,TXN0002146,2022-07-01,3362.83,EUR,letter_of_credit,CUST00062,customer,direct
PAY0001814,TXN0002147,2025-01-26,40052.96,GBP,wire,CUST00089,customer,direct
PAY0001815,TXN0002148,2022-05-14,209651.04,GBP,wire,CUST00097,customer,direct
PAY0001816,TXN0002150,2023-05-05,2137090.18,GBP,letter_of_credit,CUST00115,customer,direct
PAY0001817,TXN0002151,2022-04-11,7246.33,GBP,letter_of_credit,CUST00057,customer,direct
PAY0001818,TXN0002152,2023-12-02,80458.72,GBP,wire,CUST00049,customer,direct
PAY0001819,TXN0002153,2024-04-13,3567.46,GBP,wire,CUST00076,customer,direct
PAY0001820,TXN0002155,2022-08-09,5713.1,GBP,letter_of_credit,CUST00109,customer,direct
PAY0001821,TXN0002156,2023-12-03,50309203.83,GBP,documentary_collection,CUST00133,customer,direct
PAY0001822,TXN0002157,2023-09-27,7924.0,GBP,documentary_collection,CUST00173,customer,direct
PAY0001823,TXN0002158,2023-05-19,2034.62,GBP,wire,CUST00052,customer,direct
PAY0001824,TXN0002159,2024-10-02,2373215.42,USD,wire,CUST00097,customer,direct
PAY0001825,TXN0002160,2023-04-29,91472.7,EUR,wire,CUST00091,customer,direct
PAY0001826,TXN0002161,2023-03-23,132152.93,USD,wire,CUST00132,customer,direct
PAY0001827,TXN0002162,2023-09-07,2876.37,USD,letter_of_credit,CUST00113,customer,direct
PAY0001828,TXN0002163,2024-11-02,9925.56,EUR,wire,CUST00146,customer,direct
PAY0001829,TXN0002164,2024-09-17,3680.91,USD,wire,CUST00154,customer,direct
PAY0001830,TXN0002165,2024-03-23,4462040.74,GBP,letter_of_credit,CUST00021,customer,direct
PAY0001831,TXN0002166,2022-04-09,163560.09,GBP,documentary_collection,CUST00064,customer,direct
PAY0001832,TXN0002167,2023-01-04,45744.86,USD,documentary_collection,CUST00118,customer,direct
PAY0001833,TXN0002168,2022-02-04,41415986.54,USD,documentary_collection,CUST00098,customer,direct
PAY0001834,TXN0002169,2022-05-04,87785.72,USD,letter_of_credit,CUST00087,customer,direct
PAY0001835,TXN0002171,2024-07-15,31076.96,EUR,letter_of_credit,CUST00104,customer,direct
PAY0001836,TXN0002172,2022-05-17,4318.42,USD,letter_of_credit,CUST00134,customer,direct
PAY0001837,TXN0002173,2023-07-01,756207.31,EUR,wire,CUST00007,customer,direct
PAY0001838,TXN0002174,2022-12-07,171676.31,USD,wire,CUST00107,customer,direct
PAY0001839,TXN0002176,2023-03-31,24722359.15,GBP,wire,CUST00104,customer,direct
PAY0001840,TXN0002177,2022-05-08,174774.18,GBP,wire,CUST00172,customer,direct
PAY0001841,TXN0002178,2024-04-17,1622266.93,GBP,wire,CUST00064,customer,direct
PAY0001842,TXN0002179,2024-12-06,5624.85,EUR,wire,CUST00001,customer,direct
PAY0001843,TXN0002180,2023-05-07,79940.43,GBP,documentary_collection,CUST00123,customer,direct
PAY0001844,TXN0002181,2022-10-16,1873208.41,GBP,documentary_collection,CUST00039,customer,direct
PAY0001845,TXN0002182,2023-07-14,422078.9,GBP,wire,CUST00002,customer,direct
PAY0001846,TXN0002184,2022-08-01,7614.59,GBP,wire,CUST00169,customer,direct
PAY0001847,TXN0002185,2024-02-03,38393.57,GBP,wire,CUST00141,customer,direct
PAY0001848,TXN0002186,2022-05-06,140581.07,EUR,documentary_collection,CUST00050,customer,direct
PAY0001849,TXN0002187,2022-12-24,687996.17,GBP,letter_of_credit,CUST00108,customer,direct
PAY0001850,TXN0002188,2023-06-07,43078.42,EUR,wire,CUST00062,customer,direct
PAY0001851,TXN0002189,2023-03-17,4989.95,GBP,wire,CUST00032,customer,direct
PAY0001852,TXN0002190,2022-08-05,76314.68,USD,wire,CUST00178,customer,direct
PAY0001853,TXN0002191,2024-05-15,121826.35,USD,letter_of_credit,CUST00147,customer,direct
PAY0001854,TXN0002192,2024-02-17,555477.48,GBP,wire,CUST00066,customer,direct
PAY0001855,TXN0002193,2023-05-23,6297.41,USD,wire,CUST00064,customer,direct
PAY0001856,TXN0002194,2023-05-12,4298.56,GBP,wire,CUST00147,customer,direct
PAY0001857,TXN0002196,2024-01-29,83137.61,EUR,wire,CUST00068,customer,direct
