shipment_id,transaction_id,origin_country_id,destination_country_id,departure_date,arrival_date,declared_weight_kg,declared_value,mode,container_ref
SHIP0001547,TXN0001579,GB,NL,2023-06-27,2023-07-18,712027.0,18412.45,sea,CNT158453
SHIP0001548,TXN0001580,MY,GB,2022-05-04,2022-05-17,206.1,13866.2,sea,CNT702096
SHIP0001549,TXN0001581,GB,CA,2024-07-15,2024-08-06,6395.0,156678.63,road,CNT978609
SHIP0001550,TXN0001582,GB,PT,2022-05-06,2022-05-11,1085549.1,6394.35,sea,CNT251791
SHIP0001551,TXN0001583,EG,GB,2023-06-15,2023-07-14,654522.2,9821343.36,sea,CNT760464
SHIP0001552,TXN0001584,GB,KE,2022-07-20,2022-08-20,5845.5,20248.74,sea,CNT279359
SHIP0001553,TXN0001585,GB,AE,2024-07-24,2024-08-16,342444.0,63046.94,sea,CNT712476
SHIP0001554,TXN0001586,GB,CN,2023-09-28,2023-10-15,63259.6,105327.29,sea,CNT129996
SHIP0001555,TXN0001587,GB,JP,2023-07-13,2023-07-25,83882.9,604485.13,sea,CNT497199
SHIP0001556,TXN0001588,GB,KR,2022-12-18,2023-01-18,9812.5,137628.3,sea,CNT169277
SHIP0001557,TXN0001589,GB,TR,2024-05-13,2024-06-15,2138833.5,6248.58,air,CNT634148
SHIP0001558,TXN0001590,GB,TR,2022-08-23,2022-09-12,3840.2,4320.17,sea,CNT856168
SHIP0001559,TXN0001591,GB,NL,2024-03-05,2024-03-23,830.0,86029.71,sea,CNT716527
SHIP0001560,TXN0001592,GB,US,2024-12-04,2024-12-23,9530661.6,1630621.3,sea,CNT519361
SHIP0001561,TXN0001593,GB,VN,2022-10-22,2022-10-27,5426.4,48305.62,air,CNT736443
SHIP0001562,TXN0001594,GB,AE,2024-01-28,2024-02-13,5367.8,329859.53,air,CNT602559
SHIP0001563,TXN0001595,GB,NL,2022-12-15,,679691.7,35552.09,air,CNT579317
SHIP0001564,TXN0001596,GB,GB,2024-10-21,2024-10-27,548081.0,3002.06,road,CNT410127
SHIP0001565,TXN0001598,CN,GB,2022-12-17,2023-01-02,6651.5,7798.89,road,CNT509948
SHIP0001566,TXN0001599,PT,GB,2022-09-18,2022-10-20,819.4,7652.99,air,CNT117700
SHIP0001567,TXN0001600,GB,IE,2022-04-04,2022-04-27,6539.1,26815.24,air,CNT487689
SHIP0001568,TXN0001601,GB,AU,2024-02-10,2024-03-07,3830482.3,35992.81,road,CNT392484
SHIP0001569,TXN0001603,GB,AU,2022-06-17,2022-07-04,604428.3,11872.34,air,CNT964122
SHIP0001570,TXN0001604,FR,GB,2024-06-17,2024-07-08,141924.2,170350.67,air,CNT299761
SHIP0001571,TXN0001605,SA,GB,2024-04-12,2024-04-25,20214.1,278420.27,sea,CNT223052
SHIP0001572,TXN0001606,IE,GB,2023-06-04,2023-06-16,1166022.0,2302.98,sea,CNT219717
SHIP0001573,TXN0001607,JP,GB,2022-09-07,2022-10-03,23025.5,6652.49,road,CNT898502
SHIP0001574,TXN0001608,US,GB,2023-12-23,2023-12-29,125373.4,2647.82,sea,CNT616512
SHIP0001575,TXN0001609,CN,GB,2023-10-16,2023-11-04,134124.6,17746.31,air,CNT673985
SHIP0001576,TXN0001610,GB,DE,2024-06-17,2024-07-17,11019.1,131764.81,sea,CNT194544
SHIP0001577,TXN0001611,GB,PT,2023-09-18,2023-10-11,3100808.7,6404.03,sea,CNT778671
SHIP0001578,TXN0001612,GB,NG,2022-02-26,2022-03-21,8903.1,90824.61,sea,CNT413411
SHIP0001579,TXN0001613,GB,NG,2022-08-17,2022-09-20,5486.0,49286.53,sea,CNT106377
SHIP0001580,TXN0001614,GB,IN,2023-02-27,2023-03-26,22246.9,1413490.32,sea,CNT128709
SHIP0001581,TXN0001615,GB,FR,2023-07-01,2023-07-22,2777.6,494192.04,sea,CNT332099
SHIP0001582,TXN0001616,JP,GB,2023-01-23,2023-02-18,3608.3,16278.61,sea,CNT760171
SHIP0001583,TXN0001617,GB,DE,2024-08-29,2024-10-01,315970.2,497788.99,road,CNT333217
SHIP0001584,TXN0001618,SG,GB,2022-11-09,2022-11-27,1733.8,157741.39,sea,CNT617862
SHIP0001585,TXN0001619,GB,IT,2024-01-24,2024-02-23,85211.0,48857.59,air,CNT789969
SHIP0001586,TXN0001620,GB,KE,2023-02-10,2023-02-16,1471908.4,5031.07,sea,CNT531524
SHIP0001587,TXN0001621,US,GB,2024-12-28,2025-01-14,6640.9,1708443.29,air,CNT720794
SHIP0001588,TXN0001622,GB,BR,2024-10-09,2024-10-16,1786.2,68777.89,road,CNT782671
SHIP0001589,TXN0001623,TR,GB,2024-05-11,2024-06-08,885.3,10021.57,air,CNT949175
SHIP0001590,TXN0001624,PT,GB,2024-04-26,2024-05-01,449353.6,1835.25,air,CNT373573
SHIP0001591,TXN0001625,GB,JP,2023-12-11,2023-12-24,5066.4,30603.78,road,CNT268054
SHIP0001592,TXN0001626,GB,TH,2023-10-11,2023-10-18,76.2,97221.17,sea,CNT218733
SHIP0001593,TXN0001627,GB,ES,2023-09-13,2023-10-07,483.3,195403.23,road,CNT528138
SHIP0001594,TXN0001628,GB,IT,2022-02-02,2022-02-23,318.2,161770.01,road,CNT477487
SHIP0001595,TXN0001629,SA,GB,2024-10-27,2024-11-08,119433.8,3500996.63,air,CNT543130
SHIP0001596,TXN0001630,CA,GB,2024-12-13,2024-12-18,119734.4,268027.66,air,CNT354804
SHIP0001597,TXN0001631,GB,FR,2023-08-06,2023-08-16,3073095.9,10694.99,sea,CNT423002
SHIP0001598,TXN0001632,JP,GB,2024-08-15,2024-08-20,110.2,71018.77,sea,CNT441287
SHIP0001599,TXN0001633,KR,GB,2023-03-24,2023-04-14,6374.4,41733.74,sea,CNT543755
SHIP0001600,TXN0001634,GB,IT,2022-05-09,2022-05-25,605.0,49626.63,air,CNT421673
SHIP0001601,TXN0001635,GB,TR,2024-07-09,2024-07-17,478837.6,8079.72,air,CNT999032
SHIP0001602,TXN0001636,US,GB,2023-07-15,2023-08-08,554126.0,22286.62,road,CNT785030
SHIP0001603,TXN0001637,NG,GB,2024-11-04,2024-11-11,820932.8,5309.18,sea,CNT879464
SHIP0001604,TXN0001638,GB,PT,2022-08-31,2022-09-15,662.6,43204.17,sea,CNT467173
SHIP0001605,TXN0001639,GB,US,2023-06-18,2023-06-28,555183.8,24248.67,sea,CNT475648
SHIP0001606,TXN0001640,GB,QA,2024-01-09,2024-02-05,3075753.6,4623.93,sea,CNT162925
SHIP0001607,TXN0001641,GH,GB,2022-06-03,2022-07-03,2401.2,62902.2,road,CNT869370
SHIP0001608,TXN0001642,IT,GB,2025-01-05,2025-01-20,18924.0,50253.76,sea,CNT175530
SHIP0001609,TXN0001643,GB,AE,2023-11-01,2023-11-26,1241.5,62881.01,air,CNT957165
SHIP0001610,TXN0001644,KR,GB,2022-07-14,2022-08-16,1250381.6,8067.66,sea,CNT282086
SHIP0001611,TXN0001645,GB,ES,2024-03-25,2024-04-22,1214.2,27187.01,sea,CNT887754
SHIP0001612,TXN0001646,US,GB,2024-08-24,2024-09-16,919832.5,16722678.68,air,CNT650410
SHIP0001613,TXN0001647,SA,GB,2023-02-18,2023-02-26,75716.3,18278.95,sea,CNT636200
SHIP0001614,TXN0001648,GB,TH,2023-11-05,2023-12-09,1189305.8,6409.41,sea,CNT245860
SHIP0001615,TXN0001649,GB,AE,2024-04-07,2024-05-09,2580.3,67540.81,sea,CNT517097
SHIP0001616,TXN0001650,GB,US,2022-06-12,2022-07-03,5737.3,10333.24,sea,CNT273785
SHIP0001617,TXN0001651,GH,GB,2023-08-08,2023-08-14,6338.3,24504.58,air,CNT658992
SHIP0001618,TXN0001652,CA,GB,2023-09-11,2023-09-16,1002973.9,12312.3,air,CNT795116
SHIP0001619,TXN0001653,GB,QA,2022-12-04,2022-12-09,7060702.1,6529.9,sea,CNT474941
SHIP0001620,TXN0001654,US,GB,2022-11-30,2022-12-27,1139.8,36397.76,road,CNT508251
SHIP0001621,TXN0001655,PL,GB,2023-11-29,,65504.0,766110.8,road,CNT193554
SHIP0001622,TXN0001656,GB,PL,2024-04-07,2024-04-21,4482.6,54299.97,road,CNT430307
SHIP0001623,TXN0001657,GB,US,2023-03-08,2023-04-04,23794.1,1128.34,sea,CNT682228
SHIP0001624,TXN0001658,GB,SA,2022-06-12,2022-06-17,786676.9,511.4,sea,CNT739501
SHIP0001625,TXN0001659,GB,KE,2024-05-18,2024-06-10,28225.4,5838.36,sea,CNT379305
SHIP0001626,TXN0001660,GH,GB,2022-07-12,2022-08-03,170966.4,2258.29,sea,CNT102338
SHIP0001627,TXN0001661,JP,GB,2022-01-13,2022-01-25,21605.2,2101.34,road,CNT399334
SHIP0001628,TXN0001662,GB,MY,2022-12-28,2023-01-24,100960.0,371589.03,sea,CNT698765
SHIP0001629,TXN0001663,GB,QA,2024-06-20,2024-06-29,20814.9,7827.91,air,CNT732997
SHIP0001630,TXN0001664,GB,PT,2024-04-14,2024-04-25,1648.8,22202.15,air,CNT351144
SHIP0001631,TXN0001665,GB,BR,2022-12-08,2022-12-22,1883478.1,10045.07,road,CNT545356
SHIP0001632,TXN0001666,GB,VN,2023-07-31,2023-08-24,5280.7,63206.71,sea,CNT566599
SHIP0001633,TXN0001667,DE,GB,2024-11-22,2024-11-27,2718019.0,9196.14,sea,CNT284947
SHIP0001634,TXN0001668,PL,GB,2024-03-06,2024-03-13,626.4,35410.0,sea,CNT115686
SHIP0001635,TXN0001669,PT,GB,2024-04-14,2024-04-30,1502.5,12620.11,sea,CNT976227
SHIP0001636,TXN0001670,GB,CN,2022-04-15,2022-04-24,14061.0,216511.25,sea,CNT295567
SHIP0001637,TXN0001671,GB,KE,2022-09-27,2022-10-08,1171742.9,788.16,sea,CNT596377
SHIP0001638,TXN0001672,KE,GB,2022-05-01,2022-05-16,531.4,73782.93,road,CNT341083
SHIP0001639,TXN0001673,GB,GB,2024-12-13,2024-12-31,543489.1,2540.38,sea,CNT996175
SHIP0001640,TXN0001674,GB,TH,2023-01-20,2023-02-21,38860.2,220.88,air,CNT378806
SHIP0001641,TXN0001675,DE,GB,2023-07-05,2023-07-17,47953.0,5920.56,road,CNT909055
SHIP0001642,TXN0001676,KE,GB,2023-09-04,2023-09-25,9886.2,69630.43,sea,CNT642909
SHIP0001643,TXN0001677,PL,GB,2023-08-05,2023-08-20,9887.7,42112.01,air,CNT411064
SHIP0001644,TXN0001678,GB,TR,2022-03-01,2022-03-09,8343.9,648257.14,sea,CNT559955
SHIP0001645,TXN0001679,GB,BR,2024-09-29,2024-10-29,4418.6,861546.49,sea,CNT761373
SHIP0001646,TXN0001680,GB,EG,2023-02-25,2023-03-06,3257.6,144209.03,sea,CNT520141
SHIP0001647,TXN0001681,GB,BR,2024-10-10,2024-10-30,1732659.6,13029.91,sea,CNT976436
SHIP0001648,TXN0001682,GB,TR,2024-04-25,2024-05-15,97274.9,1835370.83,air,CNT248601
SHIP0001649,TXN0001683,TH,GB,2024-02-10,2024-02-19,16786.7,347714.4,sea,CNT538622
SHIP0001650,TXN0001684,GB,CA,2024-02-12,2024-03-15,1827603.5,2723.92,sea,CNT162475
SHIP0001651,TXN0001685,GB,BR,2024-12-11,2025-01-02,42909.5,7257.18,road,CNT276137
SHIP0001652,TXN0001686,US,GB,2022-12-01,2022-12-27,1827.2,244091.02,air,CNT125040
SHIP0001653,TXN0001688,GB,TR,2024-01-10,2024-02-01,751911.3,4301.01,road,CNT574593
SHIP0001654,TXN0001689,AE,GB,2022-09-17,2022-09-23,4652397.2,13250.56,sea,CNT876476
SHIP0001655,TXN0001690,GB,QA,2024-06-04,2024-07-07,1868.9,18422.65,sea,CNT749096
SHIP0001656,TXN0001691,GB,KE,2022-02-05,2022-02-21,64679.9,675056.93,sea,CNT648499
SHIP0001657,TXN0001692,GB,BR,2024-09-13,2024-09-29,2031180.3,5149.93,air,CNT993555
SHIP0001658,TXN0001693,KE,GB,2023-01-19,2023-02-03,343307.7,11917.26,air,CNT907079
SHIP0001659,TXN0001694,ES,GB,2022-01-12,2022-02-05,7990.3,393955.71,sea,CNT151295
SHIP0001660,TXN0001695,EG,GB,2023-10-30,2023-11-13,2359.5,147601.02,air,CNT739890
SHIP0001661,TXN0001696,GB,GH,2022-11-01,2022-12-02,4662.6,56865.16,road,CNT773201
SHIP0001662,TXN0001697,GB,TH,2022-12-05,2022-12-16,2096.8,321429.54,sea,CNT906863
SHIP0001663,TXN0001698,GB,IN,2023-06-20,2023-07-16,1584.3,114329.63,road,CNT419965
SHIP0001664,TXN0001699,TH,GB,2023-10-07,2023-10-22,923847.7,12250.85,sea,CNT114125
SHIP0001665,TXN0001700,IT,GB,2022-06-05,2022-06-20,3038856.2,5549.68,sea,CNT157540
SHIP0001666,TXN0001701,KR,GB,2022-03-04,2022-03-19,1817915.5,3910.72,road,CNT347486
SHIP0001667,TXN0001702,GB,MY,2023-05-25,2023-06-27,1947.8,39027.7,air,CNT439984
SHIP0001668,TXN0001703,GB,IN,2023-01-27,2023-02-09,1555377.4,2574.33,air,CNT976495
SHIP0001669,TXN0001704,GB,KE,2023-10-06,2023-10-15,435.5,82877.41,sea,CNT468894
SHIP0001670,TXN0001705,GB,AE,2024-04-01,2024-04-29,5084.3,46967.12,air,CNT669005
SHIP0001671,TXN0001706,GB,MY,2023-11-07,2023-11-13,2492.4,68768.22,sea,CNT843138
SHIP0001672,TXN0001707,GB,CN,2022-04-30,2022-05-22,681.1,20025.46,road,CNT692845
SHIP0001673,TXN0001709,GB,IT,2024-03-03,2024-03-29,9249.3,38688.25,road,CNT378479
SHIP0001674,TXN0001710,KR,GB,2022-02-25,2022-03-22,1320.6,62948.3,sea,CNT640405
SHIP0001675,TXN0001711,ZA,GB,2024-04-20,2024-05-22,1607504.1,16941.92,sea,CNT272882
SHIP0001676,TXN0001712,BR,GB,2024-08-25,2024-08-31,2144.2,5237.2,air,CNT713290
SHIP0001677,TXN0001713,GB,ES,2023-09-21,2023-10-05,86593.4,1052968.67,air,CNT855908
SHIP0001678,TXN0001714,US,GB,2024-07-08,,303509.9,10186.07,sea,CNT872283
SHIP0001679,TXN0001715,GB,VN,2024-09-06,2024-10-05,685137.3,3458.26,sea,CNT188328
SHIP0001680,TXN0001716,GB,IE,2024-11-27,2024-12-31,4397282.0,3256365.21,road,CNT499954
SHIP0001681,TXN0001717,GB,KR,2024-11-21,2024-12-09,2798.1,27266.87,air,CNT868318
SHIP0001682,TXN0001718,GB,CA,2022-08-03,2022-08-10,1994356.0,5778.79,sea,CNT664578
SHIP0001683,TXN0001719,NL,GB,2022-02-15,2022-03-14,742.0,503138.04,air,CNT260635
SHIP0001684,TXN0001720,SG,GB,2023-12-19,2024-01-11,102721.0,876825.19,road,CNT707141
SHIP0001685,TXN0001721,GB,ZA,2024-01-21,2024-01-29,6493.7,33245.47,road,CNT364103
SHIP0001686,TXN0001722,TH,GB,2023-09-23,2023-10-03,1312325.4,193.26,air,CNT915266
SHIP0001687,TXN0001723,GB,NG,2022-09-24,2022-09-29,42757.6,257425.57,sea,CNT154126
SHIP0001688,TXN0001724,GB,IT,2024-11-08,2024-11-20,98313.5,107160.39,road,CNT355260
SHIP0001689,TXN0001725,IE,GB,2023-03-26,2023-04-16,57277.3,127842.26,air,CNT879055
SHIP0001690,TXN0001726,KR,GB,2024-03-30,2024-04-18,1933487.1,9551.06,sea,CNT521090
SHIP0001691,TXN0001727,JP,GB,2023-11-16,2023-12-16,1306.4,123589.11,air,CNT449585
SHIP0001692,TXN0001728,GB,NL,2024-09-17,2024-10-20,317748.2,6387.92,road,CNT139123
SHIP0001693,TXN0001729,GB,GH,2024-02-29,2024-04-03,1641.5,261634.79,sea,CNT598643
SHIP0001694,TXN0001730,GB,AU,2023-12-04,2024-01-06,5595996.7,33543429.65,road,CNT724696
SHIP0001695,TXN0001731,GB,IN,2024-07-16,2024-08-16,716110.9,37493682.56,sea,CNT117965
SHIP0001696,TXN0001732,GB,GH,2022-03-04,2022-04-05,1811721.2,4061.03,sea,CNT682772
SHIP0001697,TXN0001733,GB,IN,2024-02-20,2024-03-08,1136733.6,5865.07,sea,CNT946318
SHIP0001698,TXN0001734,GB,IE,2023-10-07,2023-11-06,3977.0,4276.42,sea,CNT385515
SHIP0001699,TXN0001735,GB,DE,2024-05-06,2024-05-19,11313.8,40240.04,sea,CNT227308
SHIP0001700,TXN0001736,TH,GB,2022-09-10,2022-09-15,4230.0,92387.42,air,CNT132028
SHIP0001701,TXN0001737,GB,AE,2023-10-22,2023-11-22,189301.6,8252397.74,air,CNT685110
SHIP0001702,TXN0001738,GB,PT,2022-11-16,2022-12-07,646494.4,8757.27,sea,CNT883657
SHIP0001703,TXN0001739,SG,GB,2022-05-17,2022-06-12,4749645.9,2582.67,air,CNT200668
SHIP0001704,TXN0001740,VN,GB,2023-09-26,2023-10-03,9438.7,488105.94,sea,CNT753532
SHIP0001705,TXN0001741,GB,GH,2022-01-31,2022-02-08,2833862.2,10010.65,sea,CNT319594
SHIP0001706,TXN0001742,GB,JP,2022-04-20,2022-04-29,9073.0,20809.88,road,CNT444436
SHIP0001707,TXN0001743,GB,NL,2023-08-08,2023-08-24,26601.0,229830.77,sea,CNT316445
SHIP0001708,TXN0001744,GH,GB,2024-09-20,2024-10-21,4221461.7,11115.53,sea,CNT147780
SHIP0001709,TXN0001745,GB,MY,2024-03-03,2024-03-22,4195.1,92468.56,air,CNT779786
SHIP0001710,TXN0001746,GB,FR,2022-01-26,2022-02-26,1118686.0,12109.54,sea,CNT404215
SHIP0001711,TXN0001747,EG,GB,2022-05-09,2022-06-08,1084.4,412759.01,air,CNT228288
SHIP0001712,TXN0001748,CN,GB,2023-04-25,,52289.4,560304.29,sea,CNT846632
SHIP0001713,TXN0001749,GB,ES,2023-04-21,2023-05-17,294.4,32921.34,air,CNT741120
SHIP0001714,TXN0001750,GB,PT,2022-02-21,2022-03-02,108449.1,2994789.55,road,CNT656605
SHIP0001715,TXN0001751,GB,PL,2022-10-10,2022-10-15,6495.6,74303.58,air,CNT987326
SHIP0001716,TXN0001752,GB,PL,2022-05-24,2022-06-25,1273629.3,23145.31,air,CNT731442
SHIP0001717,TXN0001753,GB,TH,2023-09-18,2023-10-03,15714.4,952.16,road,CNT424759
SHIP0001718,TXN0001754,QA,GB,2023-12-28,2024-01-25,2902.2,3040.28,road,CNT672139
SHIP0001719,TXN0001755,NL,GB,2023-03-13,2023-03-29,98593.2,718597.43,air,CNT400398
SHIP0001720,TXN0001756,FR,GB,2023-09-28,2023-10-05,2372792.0,314.49,road,CNT479546
SHIP0001721,TXN0001757,ES,GB,2022-08-18,2022-09-17,118178.1,747093.27,air,CNT339273
SHIP0001722,TXN0001758,GB,KE,2024-07-25,2024-08-21,8328.8,500.62,road,CNT633234
SHIP0001723,TXN0001759,GB,IT,2022-01-11,2022-01-20,2004.1,11900.68,sea,CNT879264
SHIP0001724,TXN0001760,AU,GB,2023-07-16,2023-08-16,1793815.2,4442.57,road,CNT461217
SHIP0001725,TXN0001761,GB,CA,2022-12-25,2023-01-03,152684.5,1253.47,road,CNT297813
SHIP0001726,TXN0001762,GB,SG,2023-05-13,2023-05-22,170282.5,77294.84,air,CNT337521
SHIP0001727,TXN0001763,GB,NL,2023-07-23,2023-08-04,65182.0,1105667.71,air,CNT580692
SHIP0001728,TXN0001764,KE,GB,2023-12-16,2024-01-07,7259.1,1470802.29,road,CNT703814
SHIP0001729,TXN0001765,GB,EG,2024-10-22,2024-11-16,776.5,50565.37,road,CNT456865
SHIP0001730,TXN0001766,GB,MY,2023-09-11,2023-10-10,106630.3,2033230.72,sea,CNT503584
SHIP0001731,TXN0001767,GB,EG,2022-09-11,2022-10-15,31603.9,5861.86,sea,CNT558173
SHIP0001732,TXN0001768,SA,GB,2023-08-04,2023-08-18,5098.0,1857705.36,sea,CNT615202
SHIP0001733,TXN0001769,GB,NL,2023-07-18,2023-07-27,1922323.1,1197.93,air,CNT765411
SHIP0001734,TXN0001770,GB,BR,2024-08-08,2024-09-11,23848.2,2258.07,sea,CNT563675
SHIP0001735,TXN0001771,IN,GB,2023-09-17,2023-09-27,16656.2,14481.54,sea,CNT229171
SHIP0001736,TXN0001772,IN,GB,2024-08-13,2024-08-23,2245.5,87184.29,air,CNT811468
SHIP0001737,TXN0001773,GB,JP,2023-12-20,2024-01-15,42565.5,54988.72,air,CNT120570
SHIP0001738,TXN0001774,GB,IE,2023-09-28,2023-10-06,2113703.1,9377.47,sea,CNT859529
SHIP0001739,TXN0001775,FR,GB,2023-01-05,2023-01-23,1746399.9,4077.63,sea,CNT918153
SHIP0001740,TXN0001776,GB,US,2022-10-15,2022-11-15,98371.2,877702.67,sea,CNT818174
SHIP0001741,TXN0001777,JP,GB,2022-04-22,2022-05-25,4992.0,138098.82,sea,CNT504466
SHIP0001742,TXN0001778,KR,GB,2023-08-28,2023-09-06,0.9,43524.19,sea,CNT497857
SHIP0001743,TXN0001779,SA,GB,2024-10-14,2024-11-07,3275175.9,14117.41,sea,CNT274143
SHIP0001744,TXN0001780,GB,MY,2022-01-20,2022-01-26,1809.2,186505.85,sea,CNT526105
SHIP0001745,TXN0001781,GB,BR,2024-11-12,2024-11-19,536129.4,4714.74,road,CNT542281
SHIP0001746,TXN0001782,GB,CN,2024-08-05,2024-09-06,285.8,54149.97,air,CNT600474
SHIP0001747,TXN0001783,GB,ES,2023-04-29,2023-05-14,12321.5,14207.03,sea,CNT362453
SHIP0001748,TXN0001784,GB,KR,2022-12-14,2023-01-15,3003.5,162318.35,road,CNT559979
SHIP0001749,TXN0001785,GB,EG,2023-10-01,2023-10-15,29264.8,4841.48,air,CNT283196
SHIP0001750,TXN0001786,GB,NL,2024-08-04,2024-08-10,924596.8,6887.56,air,CNT243453
SHIP0001751,TXN0001787,ZA,GB,2022-02-04,2022-02-27,5743.4,8628.72,road,CNT932346
SHIP0001752,TXN0001788,GB,BR,2023-05-10,2023-06-06,54165.5,198492.79,sea,CNT161405
SHIP0001753,TXN0001789,GB,KR,2022-02-23,2022-03-06,3671650.4,129324.66,sea,CNT198252
SHIP0001754,TXN0001790,GB,GB,2023-12-12,2024-01-03,26947.5,1736405.66,air,CNT195179
SHIP0001755,TXN0001791,KR,GB,2022-03-30,2022-04-11,529578.1,9974.2,sea,CNT854596
SHIP0001756,TXN0001792,GB,FR,2022-12-17,2022-12-24,1377052.3,14791.8,air,CNT764656
SHIP0001757,TXN0001793,NL,GB,2024-03-29,2024-04-19,1683204.9,475.01,sea,CNT417939
SHIP0001758,TXN0001794,GB,TH,2024-04-10,2024-05-03,5793.5,534092.31,road,CNT669899
SHIP0001759,TXN0001795,GB,BR,2022-09-10,2022-09-30,1935.4,324806.68,road,CNT696576
SHIP0001760,TXN0001796,ES,GB,2023-07-26,2023-08-05,2105.5,96640.25,road,CNT277407
SHIP0001761,TXN0001797,GB,SA,2022-07-27,2022-08-08,979599.6,1062.65,sea,CNT630386
SHIP0001762,TXN0001798,MY,GB,2023-10-16,2023-11-17,2216.7,109916.46,sea,CNT406075
SHIP0001763,TXN0001799,IE,GB,2022-01-14,2022-02-07,444147.3,7484.17,sea,CNT373441
SHIP0001764,TXN0001800,GB,ES,2024-06-12,2024-06-19,37449.0,1791128.57,sea,CNT388722
SHIP0001765,TXN0001801,GB,IT,2022-01-31,2022-03-04,291514.2,10716.1,sea,CNT288195
SHIP0001766,TXN0001802,JP,GB,2023-11-02,2023-12-01,11263.4,16838.75,air,CNT374577
SHIP0001767,TXN0001803,JP,GB,2023-03-26,2023-04-15,2258348.4,2596.92,sea,CNT496013
SHIP0001768,TXN0001804,CA,GB,2022-09-09,2022-10-08,3786.5,14739.68,air,CNT461667
SHIP0001769,TXN0001805,GB,AU,2023-08-24,2023-09-10,6222623.4,3303994.75,sea,CNT222124
SHIP0001770,TXN0001806,GB,IT,2022-06-14,2022-07-06,883007.7,8423.21,sea,CNT206391
SHIP0001771,TXN0001807,FR,GB,2023-10-04,2023-11-01,189846.2,146817.49,air,CNT654173
SHIP0001772,TXN0001808,MY,GB,2023-12-13,2024-01-12,3986626.3,5102093.75,sea,CNT394083
SHIP0001773,TXN0001809,GB,KR,2023-05-26,2023-06-18,6957282.1,38477331.7,sea,CNT898771
SHIP0001774,TXN0001810,GB,NG,2023-02-06,2023-03-10,677.4,83647.59,road,CNT578259
SHIP0001775,TXN0001811,EG,GB,2023-05-22,2023-06-08,6158.8,24643.42,road,CNT309242
SHIP0001776,TXN0001812,GB,MY,2024-11-23,2024-11-29,470007.2,7860.02,sea,CNT131295
SHIP0001777,TXN0001813,QA,GB,2024-04-12,2024-04-25,64258.8,5675.77,sea,CNT286601
SHIP0001778,TXN0001814,GB,EG,2022-01-09,2022-02-10,182624.2,15019482.02,air,CNT650625
SHIP0001779,TXN0001815,GB,NG,2022-11-23,2022-12-22,32682.2,591845.25,sea,CNT263459
SHIP0001780,TXN0001816,GB,PL,2022-01-30,2022-02-08,41562.4,886276.36,air,CNT637118
SHIP0001781,TXN0001817,GB,PL,2022-09-23,2022-10-22,843779.6,12403.45,air,CNT243713
SHIP0001782,TXN0001818,GB,PL,2024-05-12,2024-05-19,1240600.5,9340.34,air,CNT572822
SHIP0001783,TXN0001819,GB,AU,2024-08-02,2024-08-25,237796.1,13276.63,road,CNT571014
SHIP0001784,TXN0001820,GB,EG,2023-05-23,2023-06-07,280.9,56493.47,sea,CNT425758
SHIP0001785,TXN0001821,GB,TH,2024-02-03,2024-02-19,35506.1,1333.37,sea,CNT496525
SHIP0001786,TXN0001822,QA,GB,2023-02-14,2023-03-14,474.7,1328295.46,air,CNT134073
SHIP0001787,TXN0001823,GB,KE,2023-06-13,2023-07-16,249662.3,4939.22,road,CNT421041
SHIP0001788,TXN0001824,GB,QA,2024-07-01,2024-07-07,770769.2,1589.14,sea,CNT989871
SHIP0001789,TXN0001825,FR,GB,2022-10-31,2022-11-18,149997.9,1492795.56,sea,CNT153910
SHIP0001790,TXN0001826,GB,SG,2022-12-23,2022-12-29,3824.3,66887.61,road,CNT686085
SHIP0001791,TXN0001827,GB,KE,2022-06-06,2022-06-16,515554.0,5275.59,sea,CNT741713
SHIP0001792,TXN0001828,KE,GB,2022-08-31,2022-10-01,68650.9,2305154.82,sea,CNT206384
SHIP0001793,TXN0001829,GB,SG,2022-02-14,2022-03-14,3269.3,52916.83,air,CNT902046
SHIP0001794,TXN0001830,GB,PL,2024-06-20,2024-07-22,187260.7,370326.59,road,CNT926511
SHIP0001795,TXN0001831,SA,GB,2024-07-28,2024-08-16,51708.2,1646.23,sea,CNT987186
SHIP0001796,TXN0001832,BR,GB,2023-04-09,2023-05-06,840902.5,8061.46,sea,CNT425871
SHIP0001797,TXN0001833,SA,GB,2023-10-16,2023-10-31,848943.2,4118.65,air,CNT826997
SHIP0001798,TXN0001834,GB,KR,2022-10-04,2022-10-24,78603.3,237103.34,sea,CNT516537
SHIP0001799,TXN0001835,BR,GB,2022-03-01,2022-03-28,5218.9,195930.79,air,CNT314647
SHIP0001800,TXN0001836,GB,GH,2023-07-23,2023-08-05,172688.7,896747.23,road,CNT368953
SHIP0001801,TXN0001837,GB,VN,2022-06-30,2022-07-26,4318.0,2620.64,air,CNT747518
SHIP0001802,TXN0001838,GB,PT,2024-07-20,2024-08-07,2053623.1,5947.55,road,CNT101118
SHIP0001803,TXN0001839,VN,GB,2022-11-12,2022-12-04,68748.7,95560.94,sea,CNT262399
SHIP0001804,TXN0001840,GB,EG,2024-03-27,2024-04-07,3839.1,1647.98,sea,CNT592785
SHIP0001805,TXN0001841,IT,GB,2022-10-20,2022-11-13,12935.4,5156.64,air,CNT439026
SHIP0001806,TXN0001842,EG,GB,2022-05-22,2022-06-16,1019572.8,6831.3,sea,CNT937076
