transaction_intermediary_id,transaction_id,intermediary_id,intermediary_role,sequence_order,role_start_date,role_end_date,source_confidence
TI0000887,TXN0004212,INTM00038,freight_forwarder,1,2024-04-01,2024-04-14,high
TI0000888,TXN0002822,INTM00038,freight_forwarder,1,2024-06-25,2024-07-10,high
TI0000889,TXN0001221,INTM00038,freight_forwarder,1,2022-03-20,2022-04-07,high
TI0000890,TXN0000952,INTM00038,freight_forwarder,1,2022-07-01,2022-07-08,high
TI0000891,TXN0005401,INTM00038,freight_forwarder,1,2023-01-19,2023-02-03,high
TI0000892,TXN0003805,INTM00038,freight_forwarder,1,2022-05-03,2022-05-27,high
TI0000893,TXN0001236,INTM00038,freight_forwarder,1,2024-12-08,2024-12-24,high
TI0000894,TXN0004565,INTM00038,freight_forwarder,1,2022-04-14,2022-04-21,high
TI0000895,TXN0005645,INTM00038,freight_forwarder,1,2023-10-31,2023-11-15,high
TI0000896,TXN0001563,INTM00038,freight_forwarder,1,2024-05-18,2024-06-06,high
TI0000897,TXN0003680,INTM00038,freight_forwarder,1,2024-06-17,2024-07-08,high
TI0000898,TXN0001037,INTM00038,freight_forwarder,1,2024-09-15,2024-10-08,high
TI0000899,TXN0002492,INTM00038,freight_forwarder,1,2023-12-17,2023-12-26,high
TI0000900,TXN0003857,INTM00038,freight_forwarder,1,2024-02-22,2024-03-01,high
TI0000901,TXN0005893,INTM00038,freight_forwarder,1,2023-12-09,2023-12-27,high
TI0000902,TXN0000448,INTM00038,freight_forwarder,1,2023-03-18,2023-03-30,high
TI0000903,TXN0003514,INTM00038,freight_forwarder,1,2022-07-17,2022-08-15,high
TI0000904,TXN0002353,INTM00038,freight_forwarder,1,2023-09-26,2023-10-25,high
TI0000905,TXN0001428,INTM00038,freight_forwarder,1,2024-12-02,2024-12-20,high
TI0000906,TXN0005866,INTM00038,freight_forwarder,1,2023-01-24,2023-02-09,high
TI0000907,TXN0002807,INTM00038,freight_forwarder,1,2022-07-09,2022-07-26,high
TI0000908,TXN0003578,INTM00038,freight_forwarder,1,2023-01-04,2023-01-23,high
TI0000909,TXN0001815,INTM00038,freight_forwarder,1,2022-11-14,2022-12-12,high
TI0000910,TXN0005577,INTM00038,freight_forwarder,1,2022-06-11,2022-07-07,high
TI0000911,TXN0001698,INTM00038,freight_forwarder,1,2023-06-12,2023-06-17,high
TI0000912,TXN0001386,INTM00038,freight_forwarder,1,2024-08-02,2024-08-29,high
TI0000913,TXN0002116,INTM00038,freight_forwarder,1,2024-06-01,2024-06-11,high
TI0000914,TXN0001652,INTM00038,freight_forwarder,1,2023-09-05,2023-09-18,high
TI0000915,TXN0000968,INTM00038,freight_forwarder,1,2022-10-22,2022-11-07,high
TI0000916,TXN0004181,INTM00038,freight_forwarder,1,2024-03-01,2024-03-27,high
TI0000917,TXN0000781,INTM00038,freight_forwarder,1,2022-08-20,2022-09-17,high
TI0000918,TXN0001026,INTM00038,freight_forwarder,1,2023-04-29,2023-05-12,high
TI0000919,TXN0005355,INTM00038,freight_forwarder,1,2023-11-07,2023-11-27,high
TI0000920,TXN0000707,INTM00038,freight_forwarder,1,2023-12-28,2024-01-22,high
TI0000921,TXN0005581,INTM00038,freight_forwarder,1,2022-09-16,2022-10-15,high
TI0000922,TXN0004690,INTM00038,freight_forwarder,1,2024-08-10,2024-09-03,high
TI0000923,TXN0005242,INTM00038,freight_forwarder,1,2023-05-03,2023-06-01,high
TI0000924,TXN0002056,INTM00038,freight_forwarder,1,2022-06-27,2022-07-16,high
TI0000925,TXN0005909,INTM00038,freight_forwarder,1,2024-03-24,2024-03-30,high
TI0000926,TXN0002358,INTM00038,freight_forwarder,1,2023-05-01,2023-05-22,high
TI0000927,TXN0004873,INTM00038,freight_forwarder,1,2022-07-12,2022-08-03,high
TI0000928,TXN0005771,INTM00038,freight_forwarder,1,2023-02-15,2023-03-06,high
TI0000929,TXN0004622,INTM00038,freight_forwarder,1,2022-07-29,2022-08-08,high
TI0000930,TXN0001447,INTM00038,freight_forwarder,1,2022-10-26,2022-11-02,high
TI0000931,TXN0004299,INTM00038,freight_forwarder,1,2024-05-17,2024-05-23,high
TI0000932,TXN0004722,INTM00038,freight_forwarder,1,2023-07-19,2023-08-03,high
TI0000933,TXN0003558,INTM00038,freight_forwarder,1,2022-07-02,2022-07-18,high
TI0000934,TXN0000104,INTM00038,freight_forwarder,1,2023-03-17,2023-03-25,high
TI0000935,TXN0004777,INTM00038,freight_forwarder,1,2022-05-12,2022-05-27,high
TI0000936,TXN0005651,INTM00038,freight_forwarder,1,2022-01-02,2022-01-08,high
TI0000937,TXN0001891,INTM00038,freight_forwarder,1,2023-04-29,2023-05-10,high
TI0000938,TXN0005864,INTM00038,freight_forwarder,1,2022-08-30,2022-09-16,high
TI0000939,TXN0000409,INTM00038,freight_forwarder,1,2022-09-04,2022-09-14,high
TI0000940,TXN0002367,INTM00038,freight_forwarder,1,2022-02-04,2022-02-15,high
TI0000941,TXN0002156,INTM00038,freight_forwarder,1,2023-11-08,2023-11-14,high
TI0000942,TXN0004640,INTM00038,freight_forwarder,1,2024-05-04,2024-05-17,high
TI0000943,TXN0004958,INTM00038,freight_forwarder,1,2022-05-04,2022-05-31,high
TI0000944,TXN0000637,INTM00038,freight_forwarder,1,2023-06-18,2023-07-08,high
TI0000945,TXN0005319,INTM00038,freight_forwarder,1,2022-04-09,2022-04-17,high
TI0000946,TXN0005351,INTM00038,freight_forwarder,1,2022-09-04,2022-09-20,high
TI0000947,TXN0002183,INTM00038,freight_forwarder,1,2024-11-25,2024-12-23,high
TI0000948,TXN0003222,INTM00038,freight_forwarder,1,2024-04-09,2024-04-28,high
TI0000949,TXN0004798,INTM00038,freight_forwarder,1,2022-03-28,2022-04-14,high
TI0000950,TXN0002163,INTM00038,freight_forwarder,1,2024-10-15,2024-11-05,high
TI0000951,TXN0003053,INTM00038,freight_forwarder,1,2024-11-08,2024-12-06,high
TI0000952,TXN0004151,INTM00038,freight_forwarder,1,2023-06-04,2023-06-25,high
TI0000953,TXN0005050,INTM00038,freight_forwarder,1,2023-07-07,2023-07-28,high
TI0000954,TXN0001972,INTM00038,freight_forwarder,1,2022-05-08,2022-05-30,high
TI0000955,TXN0005970,INTM00038,freight_forwarder,1,2024-08-26,2024-09-20,high
TI0000956,TXN0005116,INTM00038,freight_forwarder,1,2023-08-08,2023-08-24,high
TI0000957,TXN0004851,INTM00038,freight_forwarder,1,2024-12-28,2025-01-04,high
TI0000958,TXN0003609,INTM00038,freight_forwarder,1,2022-06-02,2022-06-24,high
TI0000959,TXN0005264,INTM00038,freight_forwarder,1,2022-06-10,2022-06-26,high
TI0000960,TXN0004938,INTM00038,freight_forwarder,1,2022-12-23,2023-01-03,high
TI0000961,TXN0000562,INTM00038,freight_forwarder,1,2022-09-11,2022-10-02,high
TI0000962,TXN0002702,INTM00038,freight_forwarder,1,2023-01-22,2023-02-15,high
TI0000963,TXN0005101,INTM00038,freight_forwarder,1,2023-04-29,2023-05-08,high
TI0000964,TXN0002124,INTM00038,freight_forwarder,1,2022-06-26,2022-07-20,high
TI0000965,TXN0002303,INTM00038,freight_forwarder,1,2024-02-15,2024-03-04,high
TI0000966,TXN0003392,INTM00038,freight_forwarder,1,2024-05-10,2024-06-06,high
TI0000967,TXN0004558,INTM00038,freight_forwarder,1,2022-06-09,2022-07-03,high
TI0000968,TXN0001232,INTM00038,freight_forwarder,1,2022-12-25,2023-01-22,high
TI0000969,TXN0003892,INTM00038,freight_forwarder,1,2023-10-18,2023-11-13,high
TI0000970,TXN0002646,INTM00038,freight_forwarder,1,2023-11-11,2023-11-29,high
TI0000971,TXN0000342,INTM00038,freight_forwarder,1,2024-05-23,2024-06-06,high
TI0000972,TXN0001801,INTM00038,freight_forwarder,1,2022-01-26,2022-02-13,high
TI0000973,TXN0004228,INTM00038,freight_forwarder,1,2023-03-22,2023-04-03,high
TI0000974,TXN0002539,INTM00038,freight_forwarder,1,2024-01-06,2024-01-20,high
TI0000975,TXN0000449,INTM00038,freight_forwarder,1,2024-10-07,2024-11-03,high
TI0000976,TXN0003626,INTM00038,freight_forwarder,1,2022-03-07,2022-03-31,high
TI0000977,TXN0005525,INTM00038,freight_forwarder,1,2022-05-04,2022-05-09,high
TI0000978,TXN0004512,INTM00038,freight_forwarder,1,2023-02-01,2023-02-12,high
TI0000979,TXN0000297,INTM00038,freight_forwarder,1,2023-08-22,2023-09-11,high
TI0000980,TXN0005155,INTM00038,freight_forwarder,1,2022-03-10,2022-03-30,high
TI0000981,TXN0001522,INTM00038,freight_forwarder,1,2023-04-15,2023-04-20,high
TI0000982,TXN0004752,INTM00038,freight_forwarder,1,2023-07-07,2023-07-26,high
TI0000983,TXN0005750,INTM00038,freight_forwarder,1,2024-04-06,2024-04-26,high
TI0000984,TXN0002026,INTM00038,freight_forwarder,1,2022-04-02,2022-04-13,high
TI0000985,TXN0005227,INTM00038,freight_forwarder,1,2022-05-05,2022-05-21,high
TI0000986,TXN0000581,INTM00038,freight_forwarder,1,2022-11-17,2022-11-28,high
TI0000987,TXN0002290,INTM00038,freight_forwarder,1,2023-08-19,2023-09-01,high
TI0000988,TXN0005233,INTM00038,freight_forwarder,1,2022-06-08,2022-06-17,high
TI0000989,TXN0002401,INTM00038,freight_forwarder,1,2024-03-23,2024-04-19,high
TI0000990,TXN0002721,INTM00038,freight_forwarder,1,2023-12-03,2023-12-26,high
TI0000991,TXN0002886,INTM00038,freight_forwarder,1,2024-08-05,2024-08-12,high
TI0000992,TXN0005850,INTM00038,freight_forwarder,1,2022-10-19,2022-11-13,high
TI0000993,TXN0005216,INTM00038,freight_forwarder,1,2023-05-11,2023-06-01,high
TI0000994,TXN0005148,INTM00038,freight_forwarder,1,2024-08-20,2024-08-29,high
TI0000995,TXN0002910,INTM00038,freight_forwarder,1,2022-10-24,2022-11-01,high
TI0000996,TXN0003776,INTM00038,freight_forwarder,1,2024-09-18,2024-10-15,high
TI0000997,TXN0000879,INTM00038,freight_forwarder,1,2024-09-23,2024-10-05,high
TI0000998,TXN0005303,INTM00038,freight_forwarder,1,2023-09-01,2023-09-11,high
TI0000999,TXN0001351,INTM00038,freight_forwarder,1,2022-06-25,2022-07-06,high
TI0001000,TXN0000154,INTM00038,freight_forwarder,1,2024-01-05,2024-01-12,high
TI0001001,TXN0001995,INTM00038,freight_forwarder,1,2024-01-19,2024-02-05,high
TI0001002,TXN0001989,INTM00038,freight_forwarder,1,2023-10-24,2023-11-19,high
TI0001003,TXN0002043,INTM00038,freight_forwarder,1,2022-04-08,2022-04-27,high
TI0001004,TXN0001105,INTM00038,freight_forwarder,1,2024-04-02,2024-04-30,high
TI0001005,TXN0004439,INTM00038,freight_forwarder,1,2023-09-24,2023-10-21,high
TI0001006,TXN0000945,INTM00038,freight_forwarder,1,2024-11-11,2024-11-20,high
TI0001007,TXN0001290,INTM00038,freight_forwarder,1,2022-09-16,2022-10-02,high
TI0001008,TXN0004486,INTM00038,freight_forwarder,1,2022-01-02,2022-01-11,high
TI0001009,TXN0005835,INTM00038,freight_forwarder,1,2022-03-04,2022-03-24,high
TI0001010,TXN0003315,INTM00038,freight_forwarder,1,2022-10-23,2022-11-04,high
TI0001011,TXN0001541,INTM00038,freight_forwarder,1,2024-01-30,2024-02-05,high
TI0001012,TXN0003573,INTM00038,freight_forwarder,1,2023-03-31,2023-04-06,high
TI0001013,TXN0000586,INTM00038,freight_forwarder,1,2022-02-16,2022-03-06,high
TI0001014,TXN0004266,INTM00038,freight_forwarder,1,2022-12-02,2022-12-17,high
TI0001015,TXN0004734,INTM00038,freight_forwarder,1,2024-12-07,2025-01-01,high
TI0001016,TXN0001718,INTM00038,freight_forwarder,1,2022-08-01,2022-08-23,high
TI0001017,TXN0002307,INTM00038,freight_forwarder,1,2024-01-11,2024-02-09,high
TI0001018,TXN0002158,INTM00038,freight_forwarder,1,2023-04-30,2023-05-07,high
TI0001019,TXN0004098,INTM00038,freight_forwarder,1,2022-09-29,2022-10-22,high
TI0001020,TXN0003965,INTM00038,freight_forwarder,1,2022-11-05,2022-11-17,high
TI0001021,TXN0000270,INTM00038,freight_forwarder,1,2023-06-21,2023-07-13,high
TI0001022,TXN0005372,INTM00038,freight_forwarder,1,2024-02-11,2024-02-24,high
TI0001023,TXN0004624,INTM00038,freight_forwarder,1,2022-06-05,2022-06-29,high
TI0001024,TXN0004844,INTM00038,freight_forwarder,1,2022-12-22,2023-01-19,high
TI0001025,TXN0004576,INTM00038,freight_forwarder,1,2022-06-27,2022-07-05,high
TI0001026,TXN0002208,INTM00038,freight_forwarder,1,2023-11-27,2023-12-20,high
TI0001027,TXN0005830,INTM00038,freight_forwarder,1,2022-07-27,2022-08-04,high
TI0001028,TXN0004514,INTM00038,freight_forwarder,1,2022-05-10,2022-05-24,high
TI0001029,TXN0001080,INTM00038,freight_forwarder,1,2022-09-08,2022-09-28,high
TI0001030,TXN0001692,INTM00038,freight_forwarder,1,2024-09-10,2024-09-20,high
TI0001031,TXN0000791,INTM00038,freight_forwarder,1,2023-04-19,2023-05-15,high
TI0001032,TXN0004515,INTM00038,freight_forwarder,1,2024-09-23,2024-10-19,high
TI0001033,TXN0005531,INTM00038,freight_forwarder,1,2024-11-03,2024-11-26,high
TI0001034,TXN0004556,INTM00038,freight_forwarder,1,2024-07-04,2024-07-16,high
TI0001035,TXN0002002,INTM00038,freight_forwarder,1,2024-11-21,2024-12-18,high
TI0001036,TXN0005292,INTM00038,freight_forwarder,1,2024-02-07,2024-02-27,high
TI0001037,TXN0003639,INTM00038,freight_forwarder,1,2024-02-13,2024-03-06,high
TI0001038,TXN0002312,INTM00038,freight_forwarder,1,2022-07-14,2022-08-05,high
TI0001039,TXN0005726,INTM00038,freight_forwarder,1,2024-04-20,2024-04-27,high
TI0001040,TXN0003011,INTM00038,freight_forwarder,1,2022-11-29,2022-12-23,high
TI0001041,TXN0004055,INTM00038,freight_forwarder,1,2022-09-19,2022-10-16,high
TI0001042,TXN0003481,INTM00038,freight_forwarder,1,2023-02-14,2023-03-06,high
TI0001043,TXN0001590,INTM00038,freight_forwarder,1,2022-08-19,2022-09-02,high
TI0001044,TXN0004340,INTM00038,freight_forwarder,1,2023-04-16,2023-05-01,high
TI0001045,TXN0000752,INTM00038,freight_forwarder,1,2023-01-21,2023-02-14,high
TI0001046,TXN0005133,INTM00038,freight_forwarder,1,2024-11-06,2024-11-14,high
TI0001047,TXN0004001,INTM00038,freight_forwarder,1,2024-08-27,2024-09-20,high
TI0001048,TXN0002276,INTM00038,freight_forwarder,1,2024-05-10,2024-05-19,high
TI0001049,TXN0003723,INTM00038,freight_forwarder,1,2024-12-26,2025-01-12,high
TI0001050,TXN0002601,INTM00038,freight_forwarder,1,2023-11-03,2023-11-22,high
TI0001051,TXN0000325,INTM00038,freight_forwarder,1,2023-12-31,2024-01-28,high
TI0001052,TXN0004822,INTM00038,freight_forwarder,1,2023-06-10,2023-06-27,high
TI0001053,TXN0001885,INTM00038,freight_forwarder,1,2023-10-26,2023-11-14,high
TI0001054,TXN0005244,INTM00038,freight_forwarder,1,2024-11-13,2024-11-27,high
TI0001055,TXN0002562,INTM00038,freight_forwarder,1,2023-12-22,2024-01-16,high
TI0001056,TXN0004014,INTM00038,freight_forwarder,1,2023-04-01,2023-04-19,high
TI0001057,TXN0004665,INTM00038,freight_forwarder,1,2024-10-29,2024-11-06,high
TI0001058,TXN0003681,INTM00038,freight_forwarder,1,2024-12-18,2025-01-13,high
TI0001059,TXN0001108,INTM00038,freight_forwarder,1,2022-08-14,2022-09-12,high
TI0001060,TXN0002930,INTM00038,freight_forwarder,1,2024-04-19,2024-04-25,high
TI0001061,TXN0002106,INTM00038,freight_forwarder,1,2024-01-19,2024-02-03,high
TI0001062,TXN0001125,INTM00038,freight_forwarder,1,2022-10-13,2022-10-21,high
TI0001063,TXN0003529,INTM00038,freight_forwarder,1,2022-10-24,2022-11-10,high
TI0001064,TXN0003994,INTM00038,freight_forwarder,1,2022-04-05,2022-04-10,high
TI0001065,TXN0000808,INTM00038,freight_forwarder,1,2023-05-19,2023-05-28,high
TI0001066,TXN0005477,INTM00038,freight_forwarder,1,2023-09-02,2023-09-14,high
TI0001067,TXN0002858,INTM00038,freight_forwarder,1,2024-09-15,2024-09-21,high
TI0001068,TXN0001268,INTM00038,freight_forwarder,1,2024-09-09,2024-09-18,high
TI0001069,TXN0001228,INTM00038,freight_forwarder,1,2024-07-29,2024-08-17,high
TI0001070,TXN0001780,INTM00038,freight_forwarder,1,2022-01-14,2022-01-25,high
TI0001071,TXN0001044,INTM00038,freight_forwarder,1,2024-09-07,2024-09-25,high
TI0001072,TXN0004765,INTM00038,freight_forwarder,1,2022-09-27,2022-10-03,high
TI0001073,TXN0001354,INTM00038,freight_forwarder,1,2022-02-12,2022-03-10,high
TI0001074,TXN0004110,INTM00038,freight_forwarder,1,2024-07-23,2024-08-05,high
TI0001075,TXN0000034,INTM00038,freight_forwarder,1,2022-10-25,2022-11-02,high
TI0001076,TXN0002692,INTM00038,freight_forwarder,1,2023-05-07,2023-05-21,high
TI0001077,TXN0005611,INTM00038,freight_forwarder,1,2022-01-21,2022-02-04,high
TI0001078,TXN0000847,INTM00038,freight_forwarder,1,2023-02-11,2023-03-11,high
TI0001079,TXN0003155,INTM00038,freight_forwarder,1,2024-12-24,2025-01-02,high
TI0001080,TXN0003018,INTM00038,freight_forwarder,1,2023-08-04,2023-08-23,high
TI0001081,TXN0003928,INTM00038,freight_forwarder,1,2023-10-25,2023-11-02,high
TI0001082,TXN0002611,INTM00038,freight_forwarder,1,2024-08-29,2024-09-24,high
TI0001083,TXN0003721,INTM00038,freight_forwarder,1,2023-05-14,2023-06-09,high
TI0001084,TXN0000909,INTM00038,freight_forwarder,1,2024-08-19,2024-09-08,high
TI0001085,TXN0000429,INTM00038,freight_forwarder,1,2022-12-25,2023-01-12,high
TI0001086,TXN0001139,INTM00038,freight_forwarder,1,2024-06-27,2024-07-13,high
TI0001087,TXN0002070,INTM00038,freight_forwarder,1,2023-01-18,2023-02-16,high
TI0001088,TXN0004105,INTM00038,freight_forwarder,1,2023-11-08,2023-12-05,high
TI0001089,TXN0005558,INTM00038,freight_forwarder,1,2023-10-24,2023-11-13,high
TI0001090,TXN0001545,INTM00038,freight_forwarder,1,2023-01-30,2023-02-23,high
TI0001091,TXN0000914,INTM00038,freight_forwarder,1,2023-01-04,2023-01-25,high
TI0001092,TXN0000514,INTM00038,freight_forwarder,1,2022-05-28,2022-06-02,high
TI0001093,TXN0004210,INTM00038,freight_forwarder,1,2024-02-05,2024-02-23,high
TI0001094,TXN0005960,INTM00038,freight_forwarder,1,2023-03-25,2023-04-04,high
TI0001095,TXN0002919,INTM00038,freight_forwarder,1,2024-04-12,2024-05-01,high
TI0001096,TXN0003022,INTM00038,freight_forwarder,1,2024-04-12,2024-05-11,high
TI0001097,TXN0001457,INTM00038,freight_forwarder,1,2022-03-12,2022-03-26,high
TI0001098,TXN0003209,INTM00038,freight_forwarder,1,2022-07-14,2022-08-07,high
TI0001099,TXN0003553,INTM00038,freight_forwarder,1,2024-08-02,2024-08-31,high
TI0001100,TXN0001546,INTM00038,freight_forwarder,1,2022-04-15,2022-04-30,high
TI0001101,TXN0002957,INTM00038,freight_forwarder,1,2022-07-21,2022-08-12,high
TI0001102,TXN0001775,INTM00038,freight_forwarder,1,2022-12-27,2023-01-15,high
TI0001103,TXN0005167,INTM00038,freight_forwarder,1,2024-08-22,2024-09-02,high
TI0001104,TXN0004621,INTM00038,freight_forwarder,1,2024-11-17,2024-12-11,high
TI0001105,TXN0004441,INTM00038,freight_forwarder,1,2024-10-04,2024-10-18,high
TI0001106,TXN0004254,INTM00038,freight_forwarder,1,2022-01-10,2022-01-24,high
TI0001107,TXN0001965,INTM00038,freight_forwarder,1,2024-05-07,2024-05-14,high
TI0001108,TXN0004350,INTM00038,freight_forwarder,1,2022-04-01,2022-04-07,high
TI0001109,TXN0004087,INTM00038,freight_forwarder,1,2024-10-17,2024-10-28,high
TI0001110,TXN0005916,INTM00038,freight_forwarder,1,2022-03-14,2022-04-03,high
TI0001111,TXN0004551,INTM00038,freight_forwarder,1,2023-02-10,2023-03-10,high
TI0001112,TXN0005038,INTM00038,freight_forwarder,1,2022-08-04,2022-08-11,high
TI0001113,TXN0002978,INTM00038,freight_forwarder,1,2024-06-04,2024-06-17,high
TI0001114,TXN0001134,INTM00038,freight_forwarder,1,2023-03-16,2023-03-27,high
TI0001115,TXN0004614,INTM00038,freight_forwarder,1,2024-11-07,2024-11-24,high
TI0001116,TXN0004348,INTM00038,freight_forwarder,1,2024-12-21,2025-01-07,high
TI0001117,TXN0004276,INTM00038,freight_forwarder,1,2024-09-13,2024-10-09,high
TI0001118,TXN0004273,INTM00038,freight_forwarder,1,2023-11-14,2023-12-08,high
TI0001119,TXN0001944,INTM00038,freight_forwarder,1,2023-07-08,2023-07-24,high
TI0001120,TXN0005681,INTM00038,freight_forwarder,1,2022-09-10,2022-09-20,high
TI0001121,TXN0005449,INTM00038,freight_forwarder,1,2022-04-26,2022-05-15,high
TI0001122,TXN0005876,INTM00038,freight_forwarder,1,2023-01-04,2023-01-13,high
TI0001123,TXN0003105,INTM00038,freight_forwarder,1,2023-11-24,2023-12-23,high
TI0001124,TXN0005844,INTM00038,freight_forwarder,1,2023-07-04,2023-07-19,high
TI0001125,TXN0004458,INTM00038,freight_forwarder,1,2022-10-24,2022-11-08,high
TI0001126,TXN0002463,INTM00038,freight_forwarder,1,2024-10-11,2024-10-19,high
TI0001127,TXN0005667,INTM00038,freight_forwarder,1,2022-03-13,2022-04-03,high
TI0001128,TXN0003752,INTM00038,freight_forwarder,1,2022-05-30,2022-06-10,high
TI0001129,TXN0000116,INTM00038,freight_forwarder,1,2024-08-07,2024-08-19,high
TI0001130,TXN0000435,INTM00038,freight_forwarder,1,2022-09-13,2022-09-25,high
TI0001131,TXN0003030,INTM00038,freight_forwarder,1,2023-11-16,2023-11-26,high
TI0001132,TXN0004537,INTM00038,freight_forwarder,1,2024-05-12,2024-06-05,high
TI0001133,TXN0005931,INTM00038,freight_forwarder,1,2022-08-09,2022-09-05,high
TI0001134,TXN0003545,INTM00038,freight_forwarder,1,2022-02-22,2022-03-15,high
TI0001135,TXN0001305,INTM00038,freight_forwarder,1,2022-01-15,2022-02-12,high
TI0001136,TXN0003048,INTM00038,freight_forwarder,1,2024-12-25,2025-01-08,high
TI0001137,TXN0004245,INTM00038,freight_forwarder,1,2022-08-24,2022-09-20,high
TI0001138,TXN0004207,INTM00038,freight_forwarder,1,2024-01-11,2024-02-08,high
TI0001139,TXN0002509,INTM00038,freight_forwarder,1,2024-03-10,2024-03-17,high
TI0001140,TXN0000883,INTM00038,freight_forwarder,1,2022-04-16,2022-04-27,high
TI0001141,TXN0000119,INTM00038,freight_forwarder,1,2023-11-01,2023-11-18,high
TI0001142,TXN0004034,INTM00038,freight_forwarder,1,2023-09-13,2023-09-30,high
TI0001143,TXN0002200,INTM00038,freight_forwarder,1,2023-12-05,2023-12-25,high
TI0001144,TXN0005807,INTM00038,freight_forwarder,1,2024-06-27,2024-07-17,high
TI0001145,TXN0002990,INTM00038,freight_forwarder,1,2023-03-18,2023-03-25,high
TI0001146,TXN0003260,INTM00038,freight_forwarder,1,2023-06-10,2023-07-08,high
TI0001147,TXN0000131,INTM00038,freight_forwarder,1,2022-08-22,2022-08-27,high
TI0001148,TXN0005210,INTM00038,freight_forwarder,1,2022-03-29,2022-04-24,high
TI0001149,TXN0001836,INTM00038,freight_forwarder,1,2023-07-20,2023-08-06,high
TI0001150,TXN0005954,INTM00038,freight_forwarder,1,2022-03-30,2022-04-13,high
TI0001151,TXN0001353,INTM00038,freight_forwarder,1,2023-11-01,2023-11-17,high
TI0001152,TXN0003304,INTM00038,freight_forwarder,1,2024-12-24,2025-01-10,high
TI0001153,TXN0004859,INTM00038,freight_forwarder,1,2024-12-19,2024-12-24,high
TI0001154,TXN0000887,INTM00038,freight_forwarder,1,2024-05-26,2024-06-11,high
TI0001155,TXN0005232,INTM00038,freight_forwarder,1,2022-04-03,2022-05-02,high
TI0001156,TXN0002435,INTM00038,freight_forwarder,1,2022-11-11,2022-11-23,high
TI0001157,TXN0000162,INTM00038,freight_forwarder,1,2023-06-25,2023-07-08,high
TI0001158,TXN0005793,INTM00038,freight_forwarder,1,2024-07-10,2024-07-27,high
TI0001159,TXN0005158,INTM00038,freight_forwarder,1,2023-10-16,2023-11-13,high
TI0001160,TXN0001432,INTM00038,freight_forwarder,1,2024-07-06,2024-07-13,high
TI0001161,TXN0003442,INTM00038,freight_forwarder,1,2024-07-25,2024-08-06,high
TI0001162,TXN0003632,INTM00038,freight_forwarder,1,2024-02-12,2024-02-18,high
TI0001163,TXN0004662,INTM00038,freight_forwarder,1,2024-07-14,2024-07-21,high
TI0001164,TXN0002752,INTM00038,freight_forwarder,1,2022-01-25,2022-01-31,high
TI0001165,TXN0003437,INTM00038,freight_forwarder,1,2022-07-12,2022-07-25,high
TI0001166,TXN0001362,INTM00038,freight_forwarder,1,2022-04-10,2022-04-18,high
TI0001167,TXN0002712,INTM00038,freight_forwarder,1,2023-10-19,2023-11-12,high
TI0001168,TXN0001466,INTM00038,freight_forwarder,1,2022-08-25,2022-09-06,high
TI0001169,TXN0002109,INTM00038,freight_forwarder,1,2023-01-07,2023-01-22,high
TI0001170,TXN0004169,INTM00038,freight_forwarder,1,2024-05-01,2024-05-21,high
TI0001171,TXN0005713,INTM00038,freight_forwarder,1,2022-12-24,2023-01-06,high
TI0001172,TXN0000338,INTM00038,freight_forwarder,1,2022-01-17,2022-02-12,high
TI0001173,TXN0002667,INTM00038,freight_forwarder,1,2024-07-06,2024-07-27,high
TI0001174,TXN0001468,INTM00038,freight_forwarder,1,2023-05-27,2023-06-20,high
TI0001175,TXN0003650,INTM00038,freight_forwarder,1,2022-07-04,2022-07-25,high
TI0001176,TXN0004244,INTM00038,freight_forwarder,1,2024-03-10,2024-03-23,high
TI0001177,TXN0002788,INTM00038,freight_forwarder,1,2023-01-04,2023-01-23,high
TI0001178,TXN0005285,INTM00038,freight_forwarder,1,2022-12-22,2022-12-28,high
TI0001179,TXN0004204,INTM00038,freight_forwarder,1,2023-01-02,2023-01-11,high
TI0001180,TXN0004763,INTM00038,freight_forwarder,1,2023-08-29,2023-09-04,high
TI0001181,TXN0005075,INTM00038,freight_forwarder,1,2024-05-18,2024-05-24,high
TI0001182,TXN0004611,INTM00038,freight_forwarder,1,2024-04-01,2024-04-25,high
TI0001183,TXN0005543,INTM00038,freight_forwarder,1,2023-01-26,2023-02-05,high
TI0001184,TXN0001084,INTM00038,freight_forwarder,1,2024-03-09,2024-04-04,high
TI0001185,TXN0000592,INTM00038,freight_forwarder,1,2022-03-14,2022-04-11,high
TI0001186,TXN0001233,INTM00038,freight_forwarder,1,2023-10-23,2023-11-20,high
TI0001187,TXN0000497,INTM00038,freight_forwarder,1,2023-03-11,2023-03-30,high
TI0001188,TXN0003673,INTM00038,freight_forwarder,1,2022-01-29,2022-02-27,high
TI0001189,TXN0001397,INTM00038,freight_forwarder,1,2022-06-21,2022-06-28,high
TI0001190,TXN0003600,INTM00038,freight_forwarder,1,2024-12-03,2024-12-29,high
TI0001191,TXN0002727,INTM00038,freight_forwarder,1,2022-11-04,2022-11-11,high
TI0001192,TXN0001576,INTM00038,freight_forwarder,1,2024-05-23,2024-06-05,high
TI0001193,TXN0004336,INTM00038,freight_forwarder,1,2023-08-21,2023-09-03,high
TI0001194,TXN0005377,INTM00038,freight_forwarder,1,2023-02-03,2023-02-19,high
TI0001195,TXN0004767,INTM00038,freight_forwarder,1,2022-04-07,2022-04-28,high
