transaction_id,customer_id,counterparty_id,product_id,destination_country_id,transaction_date,invoice_value,currency,incoterm,direction,stated_purpose
TXN0001394,CUST00072,CPTY00098,PROD0017,ES,2024-06-19,1768.06,GBP,CIF,export,Bulk commodity sale
TXN0001395,CUST00096,CPTY00209,PROD0005,QA,2024-12-28,89430.91,GBP,FOB,export,Component supply order
TXN0001396,CUST00045,CPTY00138,PROD0005,IE,2024-04-26,755358.64,USD,EXW,export,Component supply order
TXN0001397,CUST00144,CPTY00044,PROD0001,AU,2022-06-21,73514.69,USD,EXW,export,Component supply order
TXN0001398,CUST00072,CPTY00180,PROD0013,KR,2022-11-27,347735.47,GBP,FOB,export,Wholesale supply agreement
TXN0001399,CUST00084,CPTY00194,PROD0016,NG,2022-01-04,117074.2,EUR,CIF,export,Distribution contract
TXN0001400,CUST00147,CPTY00065,PROD0001,NL,2023-10-29,20635.28,GBP,FOB,import,Distribution contract
TXN0001401,CUST00041,CPTY00145,PROD0009,NL,2023-04-25,6623.55,USD,DAP,import,Standard trade shipment
TXN0001402,CUST00082,CPTY00147,PROD0014,EG,2023-06-05,290936.88,USD,CIF,export,Commercial goods sale
TXN0001403,CUST00179,CPTY00046,PROD0015,SG,2024-03-14,184880.31,USD,FOB,import,Component supply order
TXN0001404,CUST00072,CPTY00003,PROD0017,SA,2024-06-17,1860.4,USD,EXW,export,Standard trade shipment
TXN0001405,CUST00021,CPTY00187,PROD0014,IE,2022-03-21,38314.47,USD,FCA,export,Wholesale supply agreement
TXN0001406,CUST00052,CPTY00161,PROD0017,BR,2024-10-01,475.15,GBP,FCA,import,Commercial goods sale
TXN0001407,CUST00173,CPTY00186,PROD0018,FR,2023-02-14,1557.1,USD,FCA,export,Commercial goods sale
TXN0001408,CUST00137,CPTY00099,PROD0017,CN,2024-04-04,11606.43,EUR,FOB,export,Distribution contract
TXN0001409,CUST00146,CPTY00135,PROD0008,GB,2023-09-30,917.62,GBP,CIF,import,Wholesale supply agreement
TXN0001410,CUST00046,CPTY00256,PROD0008,NL,2023-05-02,8689.04,USD,FCA,export,Commercial goods sale
TXN0001411,CUST00152,CPTY00059,PROD0008,PL,2022-08-21,3027.72,GBP,DAP,export,Distribution contract
TXN0001412,CUST00071,CPTY00170,PROD0018,SG,2022-07-27,1979.95,USD,EXW,import,Commercial goods sale
TXN0001413,CUST00144,CPTY00035,PROD0006,AU,2024-03-12,17930354.72,GBP,FCA,import,Standard trade shipment
TXN0001414,CUST00159,CPTY00018,PROD0014,FR,2022-12-19,69560.98,USD,FOB,export,Distribution contract
TXN0001415,CUST00038,CPTY00249,PROD0012,ZA,2022-09-09,4320.78,GBP,EXW,import,Wholesale supply agreement
TXN0001416,CUST00169,CPTY00034,PROD0002,QA,2022-01-07,24625.42,GBP,EXW,export,Distribution contract
TXN0001417,CUST00114,CPTY00171,PROD0009,PT,2024-07-10,109110.97,GBP,FCA,export,Distribution contract
TXN0001418,CUST00132,CPTY00134,PROD0004,JP,2023-03-10,791160.51,USD,EXW,export,Component supply order
TXN0001419,CUST00137,CPTY00211,PROD0014,GH,2023-01-17,5984.85,EUR,EXW,export,Standard trade shipment
TXN0001420,CUST00031,CPTY00143,PROD0009,SG,2023-02-12,80077.09,GBP,FCA,import,Wholesale supply agreement
TXN0001421,CUST00135,CPTY00156,PROD0007,QA,2023-10-19,4359.7,GBP,CIF,export,Bulk commodity sale
TXN0001422,CUST00039,CPTY00233,PROD0002,AU,2023-06-13,13033.97,USD,FOB,export,Wholesale supply agreement
TXN0001423,CUST00049,CPTY00216,PROD0003,DE,2023-08-20,64221.92,USD,EXW,export,Wholesale supply agreement
TXN0001424,CUST00021,CPTY00188,PROD0014,IT,2022-11-01,38382.65,GBP,DAP,export,Bulk commodity sale
TXN0001425,CUST00033,CPTY00043,PROD0016,BR,2022-11-21,72203.16,USD,EXW,import,Bulk commodity sale
TXN0001426,CUST00177,CPTY00045,PROD0006,DE,2024-08-03,22874981.81,EUR,DAP,export,Commercial goods sale
TXN0001427,CUST00060,CPTY00130,PROD0015,SA,2023-04-27,19735.24,GBP,CIF,import,Component supply order
TXN0001428,CUST00070,CPTY00141,PROD0010,BR,2024-12-02,22291.03,GBP,FOB,export,Standard trade shipment
TXN0001429,CUST00087,CPTY00174,PROD0007,AE,2024-07-16,291.27,GBP,DAP,export,Distribution contract
TXN0001430,CUST00129,CPTY00205,PROD0009,CN,2024-02-20,62131.58,EUR,FCA,import,Bulk commodity sale
TXN0001431,CUST00104,CPTY00027,PROD0013,KR,2023-08-24,1096831.75,USD,DAP,import,Standard trade shipment
TXN0001432,CUST00097,CPTY00046,PROD0017,FR,2024-07-06,12303.64,USD,CIF,export,Component supply order
TXN0001433,CUST00151,CPTY00039,PROD0009,ES,2022-03-02,40046.99,EUR,CIF,export,Commercial goods sale
TXN0001434,CUST00090,CPTY00141,PROD0007,CN,2023-07-01,1322.83,GBP,EXW,import,Standard trade shipment
TXN0001435,CUST00139,CPTY00165,PROD0014,DE,2024-02-21,3475.95,USD,EXW,import,Bulk commodity sale
TXN0001436,CUST00164,CPTY00031,PROD0010,NG,2022-04-29,8387.98,USD,CIF,import,Commercial goods sale
TXN0001437,CUST00122,CPTY00226,PROD0008,JP,2022-07-19,351.36,USD,CIF,import,Component supply order
TXN0001438,CUST00007,CPTY00079,PROD0009,US,2022-03-13,12155.55,USD,CIF,import,Distribution contract
TXN0001439,CUST00048,CPTY00172,PROD0010,QA,2023-06-17,24910.86,GBP,EXW,export,Commercial goods sale
TXN0001440,CUST00112,CPTY00196,PROD0003,DE,2023-08-17,8633.2,GBP,CIF,export,Distribution contract
TXN0001441,CUST00087,CPTY00010,PROD0002,MY,2023-05-29,36795.66,GBP,EXW,export,Component supply order
TXN0001442,CUST00052,CPTY00225,PROD0012,GH,2022-03-02,295.61,EUR,FCA,import,Component supply order
TXN0001443,CUST00061,CPTY00253,PROD0004,NL,2023-06-18,1156124.92,GBP,CIF,export,Commercial goods sale
TXN0001444,CUST00015,CPTY00250,PROD0010,KE,2024-08-31,3490.19,USD,FOB,export,Distribution contract
TXN0001445,CUST00043,CPTY00037,PROD0015,VN,2022-02-03,149870.47,GBP,FCA,import,Component supply order
TXN0001446,CUST00141,CPTY00103,PROD0004,QA,2024-04-30,103062.9,GBP,FOB,export,Commercial goods sale
TXN0001447,CUST00002,CPTY00061,PROD0007,KR,2022-10-26,3504.93,GBP,FCA,import,Standard trade shipment
TXN0001448,CUST00151,CPTY00118,PROD0018,IN,2022-03-23,8942.77,USD,EXW,export,Standard trade shipment
TXN0001449,CUST00062,CPTY00254,PROD0001,AU,2022-02-25,66852.6,GBP,EXW,import,Distribution contract
TXN0001450,CUST00146,CPTY00199,PROD0014,US,2022-01-14,43659.31,GBP,EXW,export,Wholesale supply agreement
TXN0001451,CUST00047,CPTY00201,PROD0004,NG,2023-03-31,458453.84,GBP,DAP,export,Component supply order
TXN0001452,CUST00150,CPTY00110,PROD0017,NL,2023-06-30,4570.87,EUR,DAP,export,Distribution contract
TXN0001453,CUST00103,CPTY00244,PROD0008,QA,2023-11-12,4341.54,USD,FCA,export,Standard trade shipment
TXN0001454,CUST00154,CPTY00240,PROD0001,DE,2022-03-30,125845.53,USD,FOB,import,Bulk commodity sale
TXN0001455,CUST00012,CPTY00210,PROD0013,SG,2023-12-18,551772.55,EUR,FOB,import,Commercial goods sale
TXN0001456,CUST00144,CPTY00212,PROD0003,NG,2024-03-21,308954.25,USD,CIF,export,Bulk commodity sale
TXN0001457,CUST00049,CPTY00170,PROD0007,CA,2022-03-12,3542.69,USD,FOB,export,Bulk commodity sale
TXN0001458,CUST00065,CPTY00025,PROD0010,SG,2024-01-10,17472.62,USD,FCA,import,Wholesale supply agreement
TXN0001459,CUST00009,CPTY00074,PROD0014,AE,2022-05-11,13711.8,GBP,FOB,export,Wholesale supply agreement
TXN0001460,CUST00172,CPTY00200,PROD0008,PL,2023-04-27,896.0,GBP,FOB,import,Standard trade shipment
TXN0001461,CUST00116,CPTY00085,PROD0016,IT,2023-12-27,116725.67,EUR,EXW,export,Component supply order
TXN0001462,CUST00177,CPTY00045,PROD0009,IE,2024-08-12,28380.13,GBP,CIF,export,Component supply order
TXN0001463,CUST00103,CPTY00247,PROD0007,AU,2023-08-06,1866.77,GBP,CIF,export,Commercial goods sale
TXN0001464,CUST00029,CPTY00127,PROD0007,US,2023-04-23,6329.35,USD,DAP,export,Standard trade shipment
TXN0001465,CUST00061,CPTY00224,PROD0015,IN,2024-07-02,119491.63,GBP,EXW,import,Distribution contract
TXN0001466,CUST00080,CPTY00074,PROD0012,PT,2022-08-25,4501.89,USD,FCA,import,Bulk commodity sale
TXN0001467,CUST00027,CPTY00094,PROD0003,CN,2022-08-13,28194.48,USD,EXW,import,Standard trade shipment
TXN0001468,CUST00168,CPTY00090,PROD0014,BR,2023-05-27,170860.04,GBP,FCA,import,Standard trade shipment
TXN0001469,CUST00173,CPTY00098,PROD0008,ZA,2022-05-12,1419.46,GBP,FOB,import,Standard trade shipment
TXN0001470,CUST00102,CPTY00114,PROD0007,ES,2022-01-25,1104.36,GBP,FOB,import,Commercial goods sale
TXN0001471,CUST00106,CPTY00078,PROD0002,KE,2023-02-01,24594.64,USD,CIF,import,Standard trade shipment
TXN0001472,CUST00127,CPTY00212,PROD0018,JP,2022-06-17,9083.05,EUR,FOB,import,Commercial goods sale
TXN0001473,CUST00123,CPTY00085,PROD0001,TR,2023-11-30,98246.56,USD,FOB,export,Distribution contract
TXN0001474,CUST00012,CPTY00115,PROD0018,VN,2023-08-25,13747.11,GBP,CIF,export,Standard trade shipment
TXN0001475,CUST00096,CPTY00224,PROD0002,CN,2023-06-17,19502.12,GBP,EXW,export,Bulk commodity sale
TXN0001476,CUST00140,CPTY00114,PROD0010,QA,2023-06-28,6239.68,USD,CIF,export,Component supply order
TXN0001477,CUST00146,CPTY00003,PROD0002,DE,2022-04-19,21329.59,USD,CIF,export,Commercial goods sale
TXN0001478,CUST00108,CPTY00001,PROD0009,TR,2023-03-18,30584.4,GBP,FOB,export,Standard trade shipment
TXN0001479,CUST00162,CPTY00114,PROD0016,VN,2022-03-20,60251.9,GBP,FOB,export,Bulk commodity sale
TXN0001480,CUST00106,CPTY00169,PROD0011,FR,2023-01-24,674587.8,GBP,FCA,export,Wholesale supply agreement
TXN0001481,CUST00069,CPTY00246,PROD0010,GB,2024-01-13,636.36,GBP,FOB,import,Commercial goods sale
TXN0001482,CUST00080,CPTY00035,PROD0003,NL,2024-12-17,219254.84,USD,DAP,import,Component supply order
TXN0001483,CUST00125,CPTY00142,PROD0018,KR,2022-11-22,1465.14,EUR,DAP,export,Component supply order
TXN0001484,CUST00160,CPTY00076,PROD0007,ZA,2022-10-17,1790.85,GBP,CIF,import,Bulk commodity sale
TXN0001485,CUST00042,CPTY00118,PROD0010,CN,2024-01-04,2802.01,USD,CIF,import,Bulk commodity sale
TXN0001486,CUST00053,CPTY00116,PROD0017,ES,2024-10-03,8009.39,GBP,CIF,import,Wholesale supply agreement
TXN0001487,CUST00118,CPTY00082,PROD0012,EG,2022-11-20,18258.48,GBP,DAP,export,Bulk commodity sale
TXN0001488,CUST00138,CPTY00005,PROD0014,GH,2024-07-07,28591.72,GBP,FOB,export,Component supply order
TXN0001489,CUST00072,CPTY00020,PROD0004,SA,2022-12-12,68029.99,GBP,FCA,export,Wholesale supply agreement
TXN0001490,CUST00116,CPTY00136,PROD0009,AU,2023-12-02,49455.8,GBP,CIF,import,Distribution contract
TXN0001491,CUST00002,CPTY00059,PROD0010,JP,2022-08-18,25406.96,USD,EXW,import,Component supply order
TXN0001492,CUST00053,CPTY00086,PROD0004,TH,2022-10-15,338564.01,USD,FCA,import,Wholesale supply agreement
TXN0001493,CUST00172,CPTY00024,PROD0007,DE,2024-12-14,4307.11,USD,FOB,import,Bulk commodity sale
TXN0001494,CUST00104,CPTY00013,PROD0015,ZA,2023-03-03,58223.02,USD,FCA,import,Commercial goods sale
TXN0001495,CUST00157,CPTY00033,PROD0017,ES,2022-01-18,3731.01,GBP,DAP,export,Component supply order
TXN0001496,CUST00040,CPTY00099,PROD0015,ES,2024-04-26,88060.77,GBP,EXW,import,Commercial goods sale
TXN0001497,CUST00053,CPTY00043,PROD0017,CA,2022-05-20,7782.41,GBP,FOB,import,Commercial goods sale
TXN0001498,CUST00176,CPTY00061,PROD0018,TR,2022-05-02,9737.26,GBP,FOB,export,Distribution contract
TXN0001499,CUST00180,CPTY00079,PROD0004,TR,2024-07-05,50849.3,GBP,FCA,import,Bulk commodity sale
TXN0001500,CUST00158,CPTY00076,PROD0016,IN,2023-01-18,98973.74,EUR,EXW,export,Wholesale supply agreement
TXN0001501,CUST00058,CPTY00003,PROD0012,IN,2022-06-01,11869.53,EUR,DAP,export,Standard trade shipment
TXN0001502,CUST00145,CPTY00031,PROD0016,IE,2024-12-05,264805.34,USD,FCA,import,Distribution contract
TXN0001503,CUST00083,CPTY00248,PROD0012,QA,2022-11-04,122.01,USD,EXW,export,Component supply order
TXN0001504,CUST00152,CPTY00174,PROD0003,PL,2023-11-25,70329.78,USD,CIF,export,Distribution contract
TXN0001505,CUST00154,CPTY00033,PROD0011,MY,2022-10-16,54084.59,USD,CIF,import,Distribution contract
TXN0001506,CUST00079,CPTY00074,PROD0014,PL,2023-09-29,8934.73,USD,DAP,export,Commercial goods sale
TXN0001507,CUST00055,CPTY00100,PROD0003,TH,2024-02-03,239285.55,GBP,DAP,export,Wholesale supply agreement
TXN0001508,CUST00176,CPTY00236,PROD0010,TH,2024-04-10,721.77,EUR,CIF,export,Commercial goods sale
TXN0001509,CUST00082,CPTY00229,PROD0012,DE,2023-03-27,1785.34,USD,EXW,export,Component supply order
TXN0001510,CUST00078,CPTY00201,PROD0009,CA,2023-11-07,14064.05,GBP,EXW,export,Distribution contract
TXN0001511,CUST00120,CPTY00028,PROD0015,ZA,2024-07-10,54216.72,USD,FOB,export,Wholesale supply agreement
TXN0001512,CUST00169,CPTY00128,PROD0003,EG,2024-07-09,8894.3,USD,EXW,import,Wholesale supply agreement
TXN0001513,CUST00024,CPTY00126,PROD0007,SG,2024-03-30,4118.63,EUR,DAP,export,Bulk commodity sale
TXN0001514,CUST00178,CPTY00166,PROD0018,AU,2023-03-14,5499.5,GBP,FCA,export,Standard trade shipment
TXN0001515,CUST00077,CPTY00220,PROD0010,ES,2023-08-06,8430.14,GBP,CIF,export,Wholesale supply agreement
TXN0001516,CUST00005,CPTY00084,PROD0004,BR,2024-11-26,227081.13,GBP,CIF,export,Wholesale supply agreement
TXN0001517,CUST00056,CPTY00145,PROD0003,VN,2022-09-30,450415.78,GBP,FCA,import,Component supply order
TXN0001518,CUST00084,CPTY00069,PROD0011,CN,2024-01-29,4124048.49,GBP,FCA,export,Commercial goods sale
TXN0001519,CUST00122,CPTY00055,PROD0017,PL,2024-05-18,2354.83,GBP,FCA,export,Standard trade shipment
TXN0001520,CUST00102,CPTY00082,PROD0001,NL,2023-06-11,173121.2,GBP,CIF,export,Component supply order
TXN0001521,CUST00025,CPTY00192,PROD0002,IN,2024-08-07,4945.95,GBP,CIF,export,Wholesale supply agreement
TXN0001522,CUST00088,CPTY00114,PROD0007,PL,2023-04-15,857.88,USD,DAP,export,Commercial goods sale
TXN0001523,CUST00042,CPTY00178,PROD0004,GB,2024-07-05,370557.43,USD,CIF,export,Bulk commodity sale
TXN0001524,CUST00049,CPTY00180,PROD0003,SA,2023-12-08,1487.72,GBP,DAP,export,Component supply order
TXN0001525,CUST00129,CPTY00095,PROD0006,ES,2022-02-26,24263707.71,GBP,CIF,export,Commercial goods sale
TXN0001526,CUST00145,CPTY00249,PROD0012,QA,2024-06-21,8367.18,USD,CIF,export,Distribution contract
TXN0001527,CUST00029,CPTY00013,PROD0015,JP,2024-02-04,121847.41,GBP,FCA,import,Commercial goods sale
TXN0001528,CUST00109,CPTY00234,PROD0006,CN,2022-09-01,14740549.71,USD,CIF,export,Component supply order
TXN0001529,CUST00076,CPTY00003,PROD0013,GH,2024-02-11,1890753.03,GBP,FOB,export,Component supply order
TXN0001530,CUST00061,CPTY00100,PROD0015,SG,2023-07-15,46664.64,GBP,DAP,export,Bulk commodity sale
TXN0001531,CUST00129,CPTY00215,PROD0001,SG,2024-10-30,30313.13,EUR,CIF,export,Wholesale supply agreement
TXN0001532,CUST00045,CPTY00178,PROD0016,JP,2022-11-30,327126.57,GBP,DAP,export,Bulk commodity sale
TXN0001533,CUST00138,CPTY00084,PROD0004,ES,2022-10-16,677432.39,GBP,DAP,export,Wholesale supply agreement
TXN0001534,CUST00073,CPTY00231,PROD0013,PT,2022-03-06,842224.81,GBP,FOB,export,Commercial goods sale
TXN0001535,CUST00018,CPTY00036,PROD0014,KR,2024-05-11,7789.0,USD,FOB,export,Standard trade shipment
TXN0001536,CUST00143,CPTY00175,PROD0016,ZA,2024-12-15,182313.84,USD,FCA,export,Component supply order
TXN0001537,CUST00154,CPTY00135,PROD0008,PL,2024-01-26,8475.85,USD,FOB,import,Wholesale supply agreement
TXN0001538,CUST00102,CPTY00054,PROD0012,IN,2023-02-09,5396.6,EUR,CIF,import,Distribution contract
TXN0001539,CUST00131,CPTY00240,PROD0001,GB,2024-08-21,108060.66,GBP,DAP,export,Component supply order
TXN0001540,CUST00027,CPTY00200,PROD0009,KR,2022-10-05,8596.31,GBP,FOB,import,Distribution contract
TXN0001541,CUST00062,CPTY00003,PROD0018,NL,2024-01-30,2939.35,EUR,EXW,export,Bulk commodity sale
TXN0001542,CUST00063,CPTY00023,PROD0003,DE,2023-10-17,58389.94,GBP,FOB,export,Bulk commodity sale
TXN0001543,CUST00138,CPTY00015,PROD0003,ES,2024-07-23,26527.17,USD,EXW,export,Component supply order
TXN0001544,CUST00064,CPTY00109,PROD0013,CA,2024-12-01,2470785.56,USD,DAP,import,Distribution contract
TXN0001545,CUST00132,CPTY00109,PROD0010,AE,2023-01-30,603.08,GBP,CIF,export,Component supply order
TXN0001546,CUST00056,CPTY00189,PROD0009,BR,2022-04-15,10023.1,EUR,CIF,import,Bulk commodity sale
TXN0001547,CUST00109,CPTY00176,PROD0005,IE,2022-06-22,436247.31,GBP,EXW,import,Component supply order
TXN0001548,CUST00038,CPTY00004,PROD0004,AU,2024-03-21,27183.03,USD,DAP,export,Component supply order
TXN0001549,CUST00101,CPTY00124,PROD0014,GB,2023-02-03,4417.66,GBP,EXW,export,Distribution contract
TXN0001550,CUST00015,CPTY00205,PROD0007,KE,2022-06-03,6638.4,USD,DAP,export,Bulk commodity sale
TXN0001551,CUST00133,CPTY00234,PROD0014,IE,2024-06-12,116771.46,USD,EXW,import,Bulk commodity sale
TXN0001552,CUST00006,CPTY00076,PROD0008,KR,2023-12-13,959.77,GBP,FOB,export,Commercial goods sale
TXN0001553,CUST00180,CPTY00012,PROD0008,MY,2022-05-25,3911.91,EUR,FCA,export,Component supply order
TXN0001554,CUST00152,CPTY00040,PROD0005,CA,2024-02-21,298124.44,GBP,DAP,export,Bulk commodity sale
TXN0001555,CUST00105,CPTY00089,PROD0012,NG,2023-12-01,1805.01,GBP,FOB,import,Bulk commodity sale
TXN0001556,CUST00164,CPTY00116,PROD0006,US,2024-12-15,32061567.45,GBP,CIF,import,Commercial goods sale
TXN0001557,CUST00146,CPTY00092,PROD0017,TH,2024-12-18,8902.54,USD,EXW,export,Component supply order
TXN0001558,CUST00026,CPTY00024,PROD0008,NL,2024-12-04,15743.41,GBP,FOB,export,Component supply order
TXN0001559,CUST00134,CPTY00089,PROD0015,EG,2024-09-07,126993.85,USD,FCA,export,Component supply order
TXN0001560,CUST00068,CPTY00076,PROD0009,BR,2024-05-19,7696.5,USD,FOB,export,Distribution contract
TXN0001561,CUST00155,CPTY00127,PROD0008,AE,2024-01-06,3686.68,USD,CIF,export,Commercial goods sale
TXN0001562,CUST00156,CPTY00021,PROD0009,NL,2023-08-21,49594.75,EUR,CIF,import,Bulk commodity sale
TXN0001563,CUST00172,CPTY00206,PROD0008,IN,2024-05-18,7051.48,EUR,FCA,export,Standard trade shipment
TXN0001564,CUST00082,CPTY00109,PROD0009,QA,2024-11-24,4083.75,GBP,CIF,export,Wholesale supply agreement
TXN0001565,CUST00035,CPTY00083,PROD0016,CN,2022-05-08,67665.68,USD,EXW,export,Wholesale supply agreement
TXN0001566,CUST00023,CPTY00236,PROD0013,PT,2022-05-30,425734.53,GBP,DAP,export,Bulk commodity sale
TXN0001567,CUST00030,CPTY00194,PROD0001,JP,2023-07-01,51421.17,GBP,FOB,export,Component supply order
TXN0001568,CUST00179,CPTY00036,PROD0002,BR,2022-11-18,6784.41,GBP,FOB,import,Standard trade shipment
TXN0001569,CUST00106,CPTY00039,PROD0001,ES,2023-08-06,5787.27,GBP,FOB,export,Component supply order
TXN0001570,CUST00064,CPTY00001,PROD0013,FR,2022-12-08,95675.75,USD,FOB,export,Standard trade shipment
TXN0001571,CUST00081,CPTY00146,PROD0004,AE,2024-05-07,384420.8,GBP,CIF,export,Standard trade shipment
TXN0001572,CUST00032,CPTY00093,PROD0007,TH,2024-09-11,703.34,USD,FCA,export,Distribution contract
TXN0001573,CUST00103,CPTY00098,PROD0015,CA,2022-11-06,180439.05,EUR,FCA,import,Commercial goods sale
TXN0001574,CUST00077,CPTY00133,PROD0003,IN,2024-04-26,333561.39,GBP,EXW,import,Wholesale supply agreement
TXN0001575,CUST00144,CPTY00141,PROD0003,IT,2022-04-27,19522.05,GBP,FCA,import,Distribution contract
TXN0001576,CUST00004,CPTY00001,PROD0002,BR,2024-05-23,6055.79,GBP,FOB,import,Standard trade shipment
TXN0001577,CUST00168,CPTY00029,PROD0006,NL,2024-02-05,27974003.7,GBP,EXW,import,Wholesale supply agreement
TXN0001578,CUST00011,CPTY00206,PROD0002,NG,2024-02-18,1480.68,EUR,EXW,export,Standard trade shipment
TXN0001579,CUST00076,CPTY00248,PROD0012,NL,2023-06-24,18412.45,GBP,FOB,export,Standard trade shipment
TXN0001580,CUST00062,CPTY00218,PROD0014,MY,2022-04-28,13866.2,GBP,EXW,import,Standard trade shipment
TXN0001581,CUST00130,CPTY00236,PROD0004,CA,2024-07-12,156678.63,GBP,EXW,export,Component supply order
TXN0001582,CUST00119,CPTY00121,PROD0010,PT,2022-05-01,6394.35,GBP,DAP,export,Wholesale supply agreement
TXN0001583,CUST00036,CPTY00215,PROD0006,EG,2023-06-12,9821343.36,USD,EXW,import,Distribution contract
TXN0001584,CUST00089,CPTY00230,PROD0002,KE,2022-07-11,20248.74,EUR,EXW,export,Distribution contract
TXN0001585,CUST00097,CPTY00233,PROD0009,AE,2024-07-16,63046.94,USD,CIF,export,Bulk commodity sale
TXN0001586,CUST00084,CPTY00039,PROD0013,CN,2023-09-22,105327.29,GBP,EXW,export,Standard trade shipment
TXN0001587,CUST00004,CPTY00039,PROD0005,JP,2023-07-11,604485.13,USD,FOB,export,Bulk commodity sale
TXN0001588,CUST00033,CPTY00105,PROD0015,KR,2022-12-14,137628.3,EUR,EXW,export,Standard trade shipment
TXN0001589,CUST00091,CPTY00131,PROD0018,TR,2024-05-07,6248.58,GBP,CIF,export,Bulk commodity sale
TXN0001590,CUST00047,CPTY00250,PROD0002,TR,2022-08-19,4320.17,USD,CIF,export,Commercial goods sale
TXN0001591,CUST00099,CPTY00083,PROD0003,NL,2024-02-29,86029.71,USD,CIF,export,Commercial goods sale
TXN0001592,CUST00030,CPTY00217,PROD0006,US,2024-11-28,1630621.3,USD,FCA,export,Standard trade shipment
TXN0001593,CUST00133,CPTY00231,PROD0016,VN,2022-10-19,48305.62,GBP,DAP,export,Wholesale supply agreement
TXN0001594,CUST00034,CPTY00251,PROD0003,AE,2024-01-22,329859.53,USD,FCA,export,Wholesale supply agreement
TXN0001595,CUST00117,CPTY00050,PROD0009,NL,2022-12-06,35552.09,USD,CIF,export,Wholesale supply agreement
TXN0001596,CUST00151,CPTY00063,PROD0010,GB,2024-10-15,3002.06,USD,CIF,import,Commercial goods sale
TXN0001597,CUST00065,CPTY00058,PROD0003,CN,2024-09-12,294973.54,GBP,FOB,export,Wholesale supply agreement
TXN0001598,CUST00026,CPTY00192,PROD0001,CN,2022-12-10,7798.89,GBP,DAP,import,Component supply order
TXN0001599,CUST00002,CPTY00179,PROD0003,PT,2022-09-11,7652.99,USD,FOB,import,Commercial goods sale
TXN0001600,CUST00065,CPTY00106,PROD0002,IE,2022-04-01,26815.24,USD,FCA,export,Component supply order
TXN0001601,CUST00021,CPTY00024,PROD0010,AU,2024-02-04,35992.81,EUR,DAP,export,Standard trade shipment
TXN0001602,CUST00159,CPTY00136,PROD0017,IE,2024-10-04,7907.87,GBP,EXW,export,Bulk commodity sale
TXN0001603,CUST00176,CPTY00191,PROD0007,AU,2022-06-09,11872.34,GBP,DAP,export,Bulk commodity sale
TXN0001604,CUST00177,CPTY00124,PROD0005,FR,2024-06-13,170350.67,USD,FCA,import,Commercial goods sale
TXN0001605,CUST00167,CPTY00070,PROD0005,SA,2024-04-07,278420.27,USD,FOB,import,Wholesale supply agreement
TXN0001606,CUST00106,CPTY00154,PROD0018,IE,2023-06-02,2302.98,USD,DAP,import,Component supply order
TXN0001607,CUST00059,CPTY00172,PROD0018,JP,2022-09-02,6652.49,USD,FCA,import,Standard trade shipment
TXN0001608,CUST00081,CPTY00154,PROD0012,US,2023-12-17,2647.82,GBP,EXW,import,Distribution contract
TXN0001609,CUST00047,CPTY00227,PROD0009,CN,2023-10-14,17746.31,GBP,DAP,import,Standard trade shipment
TXN0001610,CUST00152,CPTY00082,PROD0003,DE,2024-06-08,131764.81,GBP,EXW,export,Distribution contract
TXN0001611,CUST00079,CPTY00159,PROD0017,PT,2023-09-11,6404.03,GBP,FOB,export,Commercial goods sale
TXN0001612,CUST00070,CPTY00141,PROD0001,NG,2022-02-23,90824.61,USD,FCA,export,Component supply order
TXN0001613,CUST00125,CPTY00056,PROD0003,NG,2022-08-12,49286.53,GBP,CIF,export,Wholesale supply agreement
TXN0001614,CUST00068,CPTY00074,PROD0013,IN,2023-02-22,1413490.32,EUR,CIF,export,Component supply order
TXN0001615,CUST00065,CPTY00013,PROD0004,FR,2023-06-23,494192.04,GBP,FCA,export,Wholesale supply agreement
TXN0001616,CUST00041,CPTY00098,PROD0002,JP,2023-01-19,16278.61,USD,FOB,import,Standard trade shipment
TXN0001617,CUST00013,CPTY00012,PROD0011,DE,2024-08-21,497788.99,USD,EXW,export,Distribution contract
TXN0001618,CUST00007,CPTY00195,PROD0001,SG,2022-11-05,157741.39,GBP,EXW,import,Component supply order
TXN0001619,CUST00073,CPTY00024,PROD0005,IT,2024-01-16,48857.59,USD,CIF,export,Standard trade shipment
TXN0001620,CUST00180,CPTY00181,PROD0012,KE,2023-02-01,5031.07,EUR,DAP,export,Standard trade shipment
TXN0001621,CUST00047,CPTY00151,PROD0004,US,2024-12-23,1708443.29,EUR,EXW,import,Wholesale supply agreement
TXN0001622,CUST00116,CPTY00257,PROD0014,BR,2024-10-01,68777.89,GBP,CIF,export,Component supply order
TXN0001623,CUST00059,CPTY00091,PROD0002,TR,2024-05-09,10021.57,USD,CIF,import,Commercial goods sale
TXN0001624,CUST00055,CPTY00090,PROD0012,PT,2024-04-18,1835.25,GBP,CIF,import,Standard trade shipment
TXN0001625,CUST00030,CPTY00064,PROD0002,JP,2023-12-07,30603.78,GBP,DAP,export,Wholesale supply agreement
TXN0001626,CUST00102,CPTY00140,PROD0014,TH,2023-10-06,97221.17,GBP,EXW,export,Distribution contract
TXN0001627,CUST00119,CPTY00058,PROD0014,ES,2023-09-10,195403.23,EUR,DAP,export,Commercial goods sale
TXN0001628,CUST00064,CPTY00030,PROD0015,IT,2022-01-30,161770.01,USD,DAP,export,Bulk commodity sale
